crash_id,state,remoteness,sa4_name,lga_name,road_type
20188002,ACT,Major Cities of Australia,Australian Capital Territory,Unincorporated ACT,Local Road
20186027,TAS,Inner Regional Australia,Launceston and North East,Meander Valley,National or State Highway
20187025,NT,Outer Regional Australia,Darwin,Litchfield,Local Road
20181266,NSW,Outer Regional Australia,Central West,Mid-Western,Sub-arterial Road
20181312,NSW,Inner Regional Australia,Southern Highlands and Shoalhaven,Shoalhaven,National or State Highway
20182151,VIC,Inner Regional Australia,Latrobe - Gippsland,Latrobe (Vic.),Local Road
20181084,NSW,Outer Regional Australia,Far West and Orana,Warrumbungle,Arterial Road
20181080,NSW,Major Cities of Australia,Sydney - City and Inner South,Sydney,Access road
20183217,QLD,Remote Australia,Darling Downs - Maranoa,Maranoa,National or State Highway
20184029,SA,Outer Regional Australia,South Australia - Outback,Flinders Ranges,Arterial Road
20181192,NSW,Inner Regional Australia,Richmond - Tweed,Richmond Valley,Arterial Road
20182114,VIC,Major Cities of Australia,Melbourne - Inner,Melbourne,Arterial Road
20183138,QLD,Outer Regional Australia,Wide Bay,Gympie,National or State Highway
20183182,QLD,Outer Regional Australia,Townsville,Burdekin,Sub-arterial Road
20184012,SA,Outer Regional Australia,South Australia - South East,Naracoorte Lucindale,National or State Highway
20184052,SA,Outer Regional Australia,South Australia - Outback,Port Augusta,National or State Highway
20181193,NSW,Major Cities of Australia,Sydney - Parramatta,Cumberland,Collector Road
20184054,SA,Major Cities of Australia,Adelaide - North,Barossa,Collector Road
20182050,VIC,Inner Regional Australia,Melbourne - Outer East,Yarra Ranges,National or State Highway
20185074,WA,Inner Regional Australia,Western Australia - Wheat Belt,Northam,National or State Highway
20181101,NSW,Major Cities of Australia,Sydney - North Sydney and Hornsby,Willoughby,Arterial Road
20182077,VIC,Inner Regional Australia,Latrobe - Gippsland,South Gippsland,National or State Highway
20181314,NSW,Remote Australia,Far West and Orana,Coonamble,Sub-arterial Road
20181260,NSW,Outer Regional Australia,Far West and Orana,Dubbo,Sub-arterial Road
20187002,NT,Very Remote Australia,Northern Territory - Outback,MacDonnell,Access road
20183027,QLD,Outer Regional Australia,Darling Downs - Maranoa,Southern Downs,National or State Highway
20183108,QLD,Outer Regional Australia,Townsville,Townsville,National or State Highway
20182045,VIC,Major Cities of Australia,Melbourne - Inner,Darebin,Local Road
20182173,VIC,Outer Regional Australia,Ballarat,Pyrenees,Arterial Road
20183180,QLD,Very Remote Australia,Queensland - Outback,Pormpuraaw,Local Road
20182182,VIC,Outer Regional Australia,Hume,Alpine,National or State Highway
20183195,QLD,Inner Regional Australia,Wide Bay,Bundaberg,Sub-arterial Road
20182024,VIC,Inner Regional Australia,Melbourne - North East,Mitchell,Collector Road
20185144,WA,Outer Regional Australia,Western Australia - Wheat Belt,Wandering,National or State Highway
20181014,NSW,Inner Regional Australia,Riverina,Snowy Valleys,Arterial Road
20185012,WA,Major Cities of Australia,Perth - South West,Fremantle,Local Road
20184060,SA,Outer Regional Australia,Barossa - Yorke - Mid North,Mount Remarkable,Sub-arterial Road
20182015,VIC,Major Cities of Australia,Melbourne - North West,Brimbank,Arterial Road
20181239,NSW,Major Cities of Australia,Sydney - North Sydney and Hornsby,Hornsby,Local Road
20183033,QLD,Major Cities of Australia,Gold Coast,Gold Coast,Sub-arterial Road
20186005,TAS,Outer Regional Australia,Launceston and North East,West Tamar,National or State Highway
20187038,NT,Outer Regional Australia,Darwin,Unincorporated NT,Arterial Road
20188008,ACT,Major Cities of Australia,Australian Capital Territory,Unincorporated ACT,Collector Road
20181154,NSW,Inner Regional Australia,Coffs Harbour - Grafton,Bellingen,Arterial Road
20181216,NSW,Major Cities of Australia,Sydney - Ryde,Hunters Hill,Arterial Road
20182175,VIC,Inner Regional Australia,Latrobe - Gippsland,Wellington,Local Road
20182179,VIC,Inner Regional Australia,Bendigo,Mount Alexander,Sub-arterial Road
20181117,NSW,Inner Regional Australia,Hunter Valley exc Newcastle,Port Stephens,Arterial Road
20185120,WA,Major Cities of Australia,Perth - South East,Canning,Local Road
20183073,QLD,Major Cities of Australia,Gold Coast,Gold Coast,Sub-arterial Road
20182062,VIC,Major Cities of Australia,Melbourne - South East,Monash,National or State Highway
20183166,QLD,Major Cities of Australia,Brisbane Inner City,Brisbane,Collector Road
20181134,NSW,Inner Regional Australia,Coffs Harbour - Grafton,Coffs Harbour,Sub-arterial Road
20187037,NT,Remote Australia,Northern Territory - Outback,MacDonnell,National or State Highway
20185086,WA,Major Cities of Australia,Perth - North West,Joondalup,Local Road
20183193,QLD,Major Cities of Australia,Brisbane - South,Brisbane,Sub-arterial Road
20181278,NSW,Inner Regional Australia,Coffs Harbour - Grafton,Clarence Valley,National or State Highway
20181245,NSW,Inner Regional Australia,Hunter Valley exc Newcastle,Muswellbrook,National or State Highway
20181180,NSW,Inner Regional Australia,Capital Region,Snowy Monaro,National or State Highway
20181027,NSW,Inner Regional Australia,Far West and Orana,Dubbo,Local Road
20182128,VIC,Major Cities of Australia,Melbourne - South East,Cardinia,National or State Highway
20182144,VIC,Inner Regional Australia,Melbourne - Outer East,Yarra Ranges,Arterial Road
20184037,SA,Inner Regional Australia,South Australia - South East,Victor Harbor,National or State Highway
20185123,WA,Outer Regional Australia,Western Australia - Wheat Belt,Quairading,Local Road
20185135,WA,Inner Regional Australia,Bunbury,Donnybrook-Balingup,Arterial Road
20183153,QLD,Outer Regional Australia,Central Queensland,Central Highlands (Qld),Local Road
20182108,VIC,Major Cities of Australia,Melbourne - Outer East,Maroondah,National or State Highway
20183003,QLD,Inner Regional Australia,Darling Downs - Maranoa,Western Downs,National or State Highway
20183221,QLD,Inner Regional Australia,Ipswich,Scenic Rim,National or State Highway
20182042,VIC,Inner Regional Australia,Ballarat,Ballarat,Collector Road
20182051,VIC,Inner Regional Australia,Latrobe - Gippsland,Baw Baw,Sub-arterial Road
20185109,WA,Inner Regional Australia,Western Australia - Wheat Belt,Northam,Local Road
20181317,NSW,Major Cities of Australia,Sydney - Parramatta,Cumberland,Collector Road
20187041,NT,Very Remote Australia,Northern Territory - Outback,Victoria Daly,Access road
20182001,VIC,Inner Regional Australia,Bendigo,Greater Bendigo,Local Road
20184045,SA,Inner Regional Australia,Barossa - Yorke - Mid North,Barossa,Local Road
20181167,NSW,Major Cities of Australia,Illawarra,Wollongong,National or State Highway
20182150,VIC,Major Cities of Australia,Melbourne - South East,Casey,National or State Highway
20181020,NSW,Inner Regional Australia,Hunter Valley exc Newcastle,Port Stephens,Sub-arterial Road
20181081,NSW,Major Cities of Australia,Sydney - Inner South West,Georges River,Local Road
20181109,NSW,Major Cities of Australia,Sydney - North Sydney and Hornsby,Ku-ring-gai,Local Road
20181069,NSW,Major Cities of Australia,Newcastle and Lake Macquarie,Lake Macquarie,Collector Road
20184003,SA,Remote Australia,South Australia - South East,Kangaroo Island,Collector Road
20183186,QLD,Inner Regional Australia,Gold Coast,Gold Coast,Sub-arterial Road
20185102,WA,Major Cities of Australia,Perth - South West,Cockburn,Arterial Road
20181186,NSW,Inner Regional Australia,Sydney - Baulkham Hills and Hawkesbury,The Hills,Arterial Road
20185026,WA,Outer Regional Australia,Western Australia - Wheat Belt,Wongan-Ballidu,Arterial Road
20181100,NSW,Outer Regional Australia,New England and North West,Glen Innes Severn,National or State Highway
20185141,WA,Major Cities of Australia,Perth - South West,Rockingham,National or State Highway
20184032,SA,Outer Regional Australia,South Australia - South East,Loxton Waikerie,National or State Highway
20183183,QLD,Inner Regional Australia,Ipswich,Lockyer Valley,Local Road
20181143,NSW,Outer Regional Australia,Riverina,Junee,Sub-arterial Road
20185064,WA,Remote Australia,Western Australia - Outback (South),Greater Geraldton,National or State Highway
20185063,WA,Outer Regional Australia,Western Australia - Wheat Belt,Williams,National or State Highway
20184019,SA,Outer Regional Australia,South Australia - South East,Naracoorte Lucindale,Arterial Road
20183176,QLD,Outer Regional Australia,Cairns,Cairns,Collector Road
20182058,VIC,Major Cities of Australia,Melbourne - North East,Whittlesea,National or State Highway
20183130,QLD,Major Cities of Australia,Sunshine Coast,Noosa,Sub-arterial Road
20182197,VIC,Inner Regional Australia,Hume,Benalla,National or State Highway
20184026,SA,Very Remote Australia,South Australia - Outback,Unincorporated SA,National or State Highway
20181087,NSW,Outer Regional Australia,New England and North West,Narrabri,National or State Highway
20183041,QLD,Major Cities of Australia,Gold Coast,Gold Coast,Sub-arterial Road
20183047,QLD,Outer Regional Australia,Darling Downs - Maranoa,Goondiwindi,National or State Highway
20182011,VIC,Major Cities of Australia,Melbourne - Outer East,Knox,Arterial Road
20181088,NSW,Major Cities of Australia,Central Coast,Central Coast (NSW),Collector Road
20185066,WA,Remote Australia,Western Australia - Wheat Belt,Lake Grace,Arterial Road
20184046,SA,Outer Regional Australia,South Australia - South East,Naracoorte Lucindale,National or State Highway
20187020,NT,Very Remote Australia,Northern Territory - Outback,Barkly,Access road
20181249,NSW,Major Cities of Australia,Sydney - North Sydney and Hornsby,Ku-ring-gai,Local Road
20188009,ACT,Major Cities of Australia,Australian Capital Territory,Unincorporated ACT,Local Road
20181301,NSW,Inner Regional Australia,Capital Region,Snowy Monaro,National or State Highway
20181248,NSW,Major Cities of Australia,Sydney - Ryde,Ryde,Arterial Road
20183197,QLD,Inner Regional Australia,Ipswich,Somerset,Sub-arterial Road
20183016,QLD,Inner Regional Australia,Ipswich,Scenic Rim,Collector Road
20181172,NSW,Inner Regional Australia,Capital Region,Yass Valley,Sub-arterial Road
20185117,WA,Very Remote Australia,Western Australia - Outback (North),Karratha,National or State Highway
20185047,WA,Inner Regional Australia,Western Australia - Wheat Belt,Gingin,Arterial Road
20181040,NSW,Major Cities of Australia,Sydney - Outer West and Blue Mountains,Blue Mountains,Sub-arterial Road
20185136,WA,Major Cities of Australia,Perth - South East,Kalamunda,Arterial Road
20184069,SA,Inner Regional Australia,South Australia - South East,Alexandrina,Local Road
20187011,NT,Remote Australia,Northern Territory - Outback,Victoria Daly,Arterial Road
20183135,QLD,Major Cities of Australia,Sunshine Coast,Sunshine Coast,Access road
20181238,NSW,Very Remote Australia,Far West and Orana,Bourke,Arterial Road
20181132,NSW,Inner Regional Australia,Murray,Greater Hume,Arterial Road
20182048,VIC,Major Cities of Australia,Melbourne - North West,Hume,Collector Road
20183002,QLD,Major Cities of Australia,Ipswich,Ipswich,Sub-arterial Road
20186016,TAS,Inner Regional Australia,Hobart,Glenorchy,Sub-arterial Road
20181307,NSW,Inner Regional Australia,Murray,Federation,Local Road
20181321,NSW,Inner Regional Australia,Murray,Greater Hume,Sub-arterial Road
20183042,QLD,Inner Regional Australia,Moreton Bay - North,Somerset,Sub-arterial Road
20184068,SA,Major Cities of Australia,Adelaide - South,Marion,Sub-arterial Road
20181047,NSW,Major Cities of Australia,Sydney - North Sydney and Hornsby,Hornsby,Collector Road
20182104,VIC,Inner Regional Australia,Bendigo,Greater Bendigo,National or State Highway
20182140,VIC,Major Cities of Australia,Melbourne - South East,Greater Dandenong,National or State Highway
20185042,WA,Very Remote Australia,Western Australia - Outback (South),Dundas,National or State Highway
20181061,NSW,Major Cities of Australia,Illawarra,Wollongong,National or State Highway
20185040,WA,Major Cities of Australia,Perth - South East,Armadale,National or State Highway
20187023,NT,Very Remote Australia,Northern Territory - Outback,MacDonnell,Sub-arterial Road
20181063,NSW,Major Cities of Australia,Sydney - Outer West and Blue Mountains,Penrith,National or State Highway
20181007,NSW,Major Cities of Australia,Sydney - Inner South West,Canterbury-Bankstown,Arterial Road
20183006,QLD,Major Cities of Australia,Brisbane Inner City,Brisbane,Access road
20181065,NSW,Major Cities of Australia,Sydney - Baulkham Hills and Hawkesbury,The Hills,Arterial Road
20183222,QLD,Outer Regional Australia,Wide Bay,South Burnett,National or State Highway
20181102,NSW,Outer Regional Australia,Riverina,Leeton,Arterial Road
20183098,QLD,Remote Australia,Central Queensland,Central Highlands (Qld),Collector Road
20185019,WA,Major Cities of Australia,Perth - South West,Melville,National or State Highway
20185023,WA,Inner Regional Australia,Western Australia - Wheat Belt,Boddington,Arterial Road
20181141,NSW,Outer Regional Australia,Riverina,Murrumbidgee,National or State Highway
20181208,NSW,Inner Regional Australia,Southern Highlands and Shoalhaven,Shoalhaven,Local Road
20182052,VIC,Inner Regional Australia,Warrnambool and South West,Colac Otway,Sub-arterial Road
20181068,NSW,Inner Regional Australia,Richmond - Tweed,Lismore,National or State Highway
20181199,NSW,Outer Regional Australia,Central West,Bathurst,Arterial Road
20185039,WA,Outer Regional Australia,Western Australia - Wheat Belt,Dandaragan,National or State Highway
20185073,WA,Major Cities of Australia,Perth - North East,Mundaring,Arterial Road
20185077,WA,Major Cities of Australia,Perth - South East,Canning,Local Road
20182006,VIC,Major Cities of Australia,Melbourne - West,Brimbank,Collector Road
20183177,QLD,Remote Australia,Central Queensland,Central Highlands (Qld),Sub-arterial Road
20182112,VIC,Inner Regional Australia,Latrobe - Gippsland,Wellington,Local Road
20185059,WA,Major Cities of Australia,Perth - South East,Gosnells,National or State Highway
20183058,QLD,Remote Australia,Townsville,Charters Towers,National or State Highway
20182067,VIC,Major Cities of Australia,Mornington Peninsula,Frankston,Local Road
20181074,NSW,Major Cities of Australia,Newcastle and Lake Macquarie,Lake Macquarie,Local Road
20183107,QLD,Major Cities of Australia,Logan - Beaudesert,Logan,Sub-arterial Road
20183198,QLD,Major Cities of Australia,Logan - Beaudesert,Logan,Sub-arterial Road
20182174,VIC,Major Cities of Australia,Melbourne - West,Brimbank,Local Road
20181224,NSW,Major Cities of Australia,Sydney - City and Inner South,Bayside (NSW),Arterial Road
20184018,SA,Inner Regional Australia,South Australia - South East,Coorong,National or State Highway
20185030,WA,Outer Regional Australia,Bunbury,Manjimup,Local Road
20182054,VIC,Outer Regional Australia,Hume,Wangaratta,Arterial Road
20182091,VIC,Major Cities of Australia,Melbourne - North East,Nillumbik,Arterial Road
20183174,QLD,Major Cities of Australia,Gold Coast,Gold Coast,Local Road
20182039,VIC,Major Cities of Australia,Melbourne - Inner East,Boroondara,Arterial Road
20181164,NSW,Inner Regional Australia,Mid North Coast,Port Macquarie-Hastings,Sub-arterial Road
20181251,NSW,Inner Regional Australia,Central Coast,Central Coast (NSW),National or State Highway
