crash_id,bus,heavy_truck,articulated_truck
20232020,No,No,No
20236014,No,No,No
20232006,No,No,No
20233142,No,No,No
20231268,No,No,No
20231183,No,No,Yes
20231258,No,No,No
20232147,No,Yes,No
20234016,No,No,No
20233132,No,Yes,No
20233018,No,Yes,No
20233206,No,No,No
20232050,No,Yes,No
20231100,No,No,No
20234085,No,No,No
20231037,No,No,No
20231218,No,No,No
20233233,No,Yes,No
20233238,No,No,No
20232218,No,No,No
20231177,No,No,No
20233002,No,No,No
20232202,No,No,No
20231051,No,Yes,Yes
20231126,No,No,No
20233160,No,No,No
20233103,No,No,No
20232187,No,No,Yes
20232255,No,No,No
20231009,No,No,No
20233146,No,No,No
20232126,No,No,No
20231018,No,No,No
20233262,No,No,No
20231021,No,No,Yes
20232242,No,No,No
20233128,No,No,No
20232107,No,No,No
20234001,No,No,No
20237009,No,No,No
20236019,No,No,No
20231300,No,No,No
20232086,No,No,No
20233024,No,No,No
20232002,No,No,No
20231138,No,No,No
20233125,No,No,No
20232251,No,No,No
20233067,No,Yes,No
20233190,No,No,No
20233240,No,No,No
20233030,Yes,No,No
20232030,No,Yes,No
20233166,No,No,No
20232056,No,No,No
20233044,No,No,No
20231211,No,No,Yes
20232121,No,No,No
20231187,No,No,No
20236031,No,No,No
20232114,No,No,No
20233088,No,No,No
20237012,No,No,No
20233150,No,No,No
20231033,No,No,No
20231082,No,No,No
20231167,No,No,No
20233126,No,No,No
20231174,No,No,No
20231286,No,No,No
20232166,No,No,No
20231170,No,No,No
20231193,No,No,No
20233039,No,No,No
20231185,No,No,No
20233075,No,No,No
20232235,No,No,No
20236029,No,No,No
20231253,No,No,No
20233089,No,No,No
20231157,Yes,No,No
20232108,No,No,No
20231194,No,No,No
20233090,No,No,No
20233104,No,No,No
20236034,No,Yes,Yes
20231118,No,No,No
20234107,No,No,No
20232158,No,No,No
20233079,No,No,No
20232079,No,No,No
20231219,No,No,Yes
20231140,No,No,No
20231080,Yes,No,No
20231116,No,No,No
20234013,No,No,No
20233007,No,Yes,No
20232038,No,No,Yes
20231079,No,Yes,No
20231151,No,No,No
20232035,No,No,No
20231243,No,No,No
20233065,No,No,No
20233203,No,No,Yes
20233148,No,No,No
20234089,No,No,No
20233172,No,No,No
20231260,No,No,No
20233256,No,Yes,No
20234102,No,No,No
20231236,No,No,No
20233186,No,No,No
20231228,No,No,No
20232209,No,No,No
20234044,No,No,No
20233072,No,No,No
20231122,No,Yes,No
20233179,No,No,No
20233192,No,Yes,No
20232052,No,No,No
20234078,No,No,No
20232260,No,No,No
20233112,No,No,Yes
20233083,No,No,No
20233197,No,No,No
20232080,No,No,No
20231084,No,No,No
20233199,No,No,No
20234022,No,No,No
20233113,No,No,No
20231273,No,No,No
20236032,No,No,No
20233137,No,No,No
20232085,No,No,No
20231266,No,No,No
20233151,No,No,No
20233116,No,Yes,No
20231295,No,No,No
20233127,No,No,No
20231024,No,No,No
20231279,No,No,No
20233011,No,No,No
20234086,No,No,No
20234058,No,No,No
20231061,No,No,No
20231016,No,No,No
20236010,No,No,No
20233130,No,No,No
20236024,No,No,No
20234055,No,No,No
20233173,No,No,No
20233071,No,No,No
20231241,Yes,No,No
20233054,No,Yes,No
20231048,No,No,No
20232180,No,No,Yes
20231284,No,No,No
20231222,No,No,No
20233235,No,No,No
20233243,No,No,Yes
20232102,No,Yes,No
20233062,No,No,No
20233242,No,No,No
20234051,No,No,No
20233034,No,No,No
20231247,No,No,No
20231072,No,No,No
20231125,No,No,No
20231032,No,No,No
20236008,No,No,No
20231293,No,No,No
20231065,No,No,No
20234002,No,No,No
20231063,No,No,No
20233226,No,No,No
20234088,No,No,No
20233106,No,No,No
20231191,No,No,No
20233215,No,No,No
20231137,No,No,Yes
20232208,No,No,No
20231176,No,No,No
20231217,No,No,No
20232207,No,No,No
20231298,No,No,Yes
20232043,No,No,No
20232238,No,No,No
20233026,No,Yes,No
20237007,No,No,No
20231142,No,No,No
20231290,No,No,No
20231154,No,No,No
20231002,No,No,No
20231015,No,No,No
20233033,No,No,No
20234101,No,No,No
20233046,No,No,No
20236018,No,No,No
20231004,No,No,No
20231066,No,No,No
20232129,No,No,No
20232228,No,No,No
20233107,No,No,No
20233141,No,No,No
20234070,No,No,No
20231124,No,No,No
20233009,No,No,No
20233091,No,No,No
20231081,No,No,No
20231131,No,Yes,No
20233086,No,No,No
20232032,No,No,Yes
20231203,No,No,No
20231148,No,No,No
20233248,No,No,No
20231050,No,No,No
20232159,No,No,No
20232029,No,No,No
20233230,No,No,No
20234104,No,No,No
20231192,No,No,No
20234098,No,No,No
20231132,No,No,No
20233042,No,No,No
20231224,No,No,No
20231003,No,No,No
20233064,No,No,No
20231254,No,No,No
20233060,No,No,No
20233061,No,No,No
20233115,No,No,No
20233260,No,No,No
20233227,No,No,No
20231230,No,No,Yes
20236020,No,No,No
20234019,No,No,No
20234096,No,No,No
20231232,No,No,No
20234064,No,No,No
20232117,No,No,No
20231054,Yes,No,No
20233049,No,No,No
20234093,No,No,No
20231287,No,No,No
20231299,No,No,No
20233244,No,No,No
20231179,No,Yes,No
20231267,No,No,No
20231265,No,No,No
20233084,No,Yes,No
20231269,No,No,Yes
20233025,No,No,No
20234037,No,No,No
20234030,No,No,No
20231144,No,No,No
20233207,No,No,No
20234060,No,No,No
20233099,No,No,No
20232014,No,No,No
20231216,No,No,No
20234069,No,No,No
20231172,No,No,No
20233177,No,No,No
20232064,No,No,No
20231120,No,No,No
20231030,No,No,No
20233257,No,No,Yes
20233057,No,No,No
20233178,No,No,No
20231233,No,No,No
20234008,No,No,No
20232175,No,No,No
20232197,No,No,No
20231186,No,No,Yes
20232212,No,No,No
20231235,No,No,No
20233219,No,No,No
20232151,No,No,No
20233010,No,No,No
20231058,No,No,No
20236015,No,No,No
20232070,No,No,No
20234054,No,No,No
20237002,No,No,Yes
20232206,No,No,No
20234090,No,No,No
20231049,No,No,No
20232220,No,No,No
20231134,No,No,No
20234041,No,No,No
20233217,No,No,No
20231239,No,No,No
20231202,No,Yes,No
20234009,No,No,No
20233194,No,Yes,No
20233187,No,No,No
20231105,No,No,No
20232134,No,No,No
20231077,No,No,No
20231031,No,No,Yes
20234065,No,No,No
20232091,No,Yes,No
20236023,No,Yes,Yes
20234024,No,No,No
20232010,No,No,No
20233077,No,Yes,No
20231094,No,No,No
20231055,No,No,No
20231270,No,No,No
20231246,No,No,No
20231275,No,Yes,No
20237020,No,No,No
20234100,No,No,No
20234073,No,No,No
20233220,No,Yes,No
20236002,No,Yes,Yes
20231110,No,No,No
20233028,No,No,No
20234074,No,No,Yes
20233168,No,No,No
20234047,No,No,No
20233171,No,No,No
20233055,No,No,No
20232109,No,No,No
20234049,No,No,No
20231114,No,No,Yes
20231093,No,No,No
20234050,No,No,No
20231130,No,No,Yes
20233261,No,No,No
20233218,No,No,No
20231257,No,No,No
20233159,No,No,No
20231112,No,No,No
20233096,No,No,No
20231121,No,No,Yes
20232011,No,No,No
20231237,No,No,No
20231096,No,No,No
20233202,No,No,No
20231017,No,No,No
20232229,No,No,No
20233216,No,No,No
20231169,No,No,No
20231181,No,No,No
20231215,No,No,No
20231199,No,No,No
20236030,No,No,No
20234092,No,No,No
20231212,No,No,No
20234040,No,No,No
20231208,No,No,No
20231069,No,No,Yes
20232149,No,No,Yes
20233082,No,No,No
20232140,No,No,No
20232167,No,Yes,No
20232075,No,No,Yes
20234028,No,No,No
20231276,No,No,No
20234072,No,No,No
20234075,No,No,No
20232053,No,No,No
20233037,No,No,Yes
20233048,No,No,No
20234014,No,No,No
20232055,No,Yes,No
20232148,No,Yes,No
20232060,No,Yes,No
20232162,No,No,No
20232100,No,No,Yes
20232233,No,No,Yes
20236033,No,No,No
20232105,No,No,No
20232013,No,No,No
20233225,No,No,No
20232221,No,No,No
20233147,No,No,Yes
20234076,No,No,No
20232176,No,No,No
20231006,No,No,No
20233023,No,No,No
20233182,No,No,No
20232132,No,No,No
20232160,No,No,No
20232036,No,No,No
20233041,No,No,No
20232179,No,No,No
20232041,No,No,No
20232253,No,No,No
20233080,No,No,No
20231197,No,No,No
20233124,No,No,Yes
20233236,No,No,No
20231213,No,No,No
20234081,No,No,No
20231041,No,No,No
20233101,No,No,Yes
20232155,No,No,No
20231282,No,No,No
20234103,No,No,No
20234097,No,No,No
20232003,No,No,No
20231196,No,Yes,No
20232078,No,No,No
20233149,No,Yes,No
20232164,No,No,Yes
20231001,No,No,No
20231060,No,No,No
20233188,No,No,No
20233129,No,No,No
20232161,No,No,No
20233003,No,No,No
20231166,No,No,No
20232234,No,No,No
20236001,No,No,No
20231277,No,No,No
20234039,No,No,No
20233047,No,No,No
20234043,No,No,No
20231014,No,No,No
20233031,No,No,No
20233164,No,Yes,No
20234003,No,No,No
20237004,No,No,No
20234023,No,No,No
20232039,No,No,No
20232092,No,No,No
20233239,No,No,No
20233158,No,No,No
20232008,No,No,No
20232139,No,No,No
20231013,No,No,No
20231123,No,No,No
20232019,No,No,No
20236021,No,No,No
20238002,No,No,No
20232122,No,No,No
20232111,No,No,No
20234007,No,No,No
20231240,No,No,No
20231099,No,No,No
20231161,No,No,No
20232259,No,No,No
20233174,No,Yes,Yes
20232101,No,No,No
20232120,No,No,No
20236013,No,No,No
20233253,No,No,No
20231209,No,No,No
20231107,No,No,No
20234083,No,No,No
20234046,No,No,No
20233092,No,No,No
20232082,No,No,No
20232177,No,No,No
20233255,No,No,No
20232142,No,No,No
20221099,No,No,No
20221136,No,No,No
20221056,No,No,No
20221035,No,No,No
20221187,No,No,No
20221203,Yes,Yes,No
20223053,No,No,No
20221170,No,No,No
20221220,No,No,No
20221184,No,No,No
20224015,No,No,No
20221079,No,No,No
20221252,No,No,No
20224050,No,No,No
20223141,No,No,No
20223045,No,No,No
20221135,No,No,No
20223271,No,No,No
20223108,No,No,No
20221109,No,No,No
20223173,No,No,Yes
20223123,No,No,No
20226027,No,No,No
20223253,No,No,No
20223174,No,No,No
20224019,No,No,No
20223023,No,No,No
20227028,No,No,No
20221166,No,No,No
20223107,No,No,No
20223239,No,No,No
20223148,No,Yes,No
20221143,No,No,No
20221248,No,No,Yes
20221194,No,No,No
20223046,No,No,No
20223093,No,No,No
20221112,No,No,No
20223058,No,No,No
20221012,No,No,Yes
20221015,No,No,No
20223201,No,No,No
20221202,No,No,No
20221061,No,No,No
20224062,No,No,No
20221047,No,No,No
20221009,No,No,No
20223090,No,No,No
20221150,No,No,No
20223163,No,Yes,Yes
20223199,No,No,No
20221082,Yes,No,No
20223181,No,No,No
20224055,No,No,No
20223206,No,No,No
20224032,No,No,No
20222052,No,No,No
20221262,No,No,No
20222106,No,No,No
20226038,No,No,No
20223272,No,Yes,No
20222098,No,No,No
20224002,No,No,No
20221087,No,No,No
20222108,No,No,No
20223062,No,No,No
20224013,No,No,No
20222182,No,No,No
20223051,No,No,No
20221233,No,No,Yes
20221105,No,No,No
20226040,No,No,No
20221078,No,No,No
20223219,No,No,No
20222012,No,No,No
20223091,No,No,No
20222013,No,No,No
20222016,No,No,No
20223074,No,No,No
20223071,No,No,No
20221013,No,No,No
20221086,No,No,No
20223099,No,No,No
20223158,No,No,No
20221189,No,No,No
20223078,No,No,No
20226034,No,No,No
20221103,No,No,No
20222004,No,No,No
20224054,No,No,No
20223150,No,No,No
20221181,No,No,No
20221215,No,No,No
20223113,No,No,No
20223018,No,No,No
20223223,No,No,No
20221040,No,No,No
20222023,No,No,No
20221042,No,No,No
20223010,No,No,No
20223012,No,No,No
20222220,No,No,No
20221031,No,No,No
20222015,No,No,No
20223028,No,No,No
20222196,No,No,No
20221081,No,Yes,No
20221188,No,Yes,No
20221173,No,No,No
20221131,No,No,No
20222159,No,No,No
20223052,No,No,No
20223138,No,No,No
20222031,No,No,No
20223064,No,No,No
20222121,No,No,No
20227002,No,No,No
20223198,No,No,No
20223101,No,No,Yes
20221110,No,No,No
20222177,No,No,No
20221116,No,No,Yes
20226041,No,Yes,No
20221161,No,No,No
20224037,No,No,No
20222036,No,No,No
20221011,No,No,Yes
20223065,No,No,No
20221205,No,No,No
20224025,No,No,No
20223029,No,Yes,No
20223220,No,No,No
20222051,No,No,No
20221074,No,No,No
20223131,No,No,No
20222157,No,No,No
20226044,No,Yes,No
20227017,No,No,No
20223248,No,No,No
20223044,No,No,No
20227040,Yes,No,No
20222163,No,No,No
20222217,No,No,No
20223024,No,No,No
20221175,No,No,No
20222207,No,No,No
20224012,No,No,No
20221052,No,No,No
20222178,No,No,No
20221191,No,No,No
20221051,No,No,No
20223050,No,No,No
20221234,No,No,No
20222068,No,No,No
20226023,No,No,No
20221002,No,No,No
20222126,No,No,No
20222102,No,No,No
20221176,No,No,No
20226011,No,No,No
20221037,No,No,No
20222139,No,No,No
20228002,No,No,No
20222211,No,No,Yes
20221077,No,No,No
20223059,No,No,No
20223129,No,No,No
20228009,No,No,No
20223252,No,No,No
20224044,No,No,No
20222032,No,No,No
20223146,No,No,No
20221102,No,No,No
20228007,No,No,No
20221245,No,No,No
20221240,No,No,No
20223055,No,No,No
20223258,No,No,No
20223164,No,No,No
20221199,No,No,No
20221016,No,No,No
20222205,No,No,Yes
20222103,No,No,No
20223152,No,No,No
20224065,No,No,No
20221080,No,No,No
20221008,No,No,No
20222142,No,No,No
20222019,No,No,No
20223246,No,No,No
20223135,No,No,No
20222180,No,No,Yes
20221017,No,No,No
20223166,No,No,No
20222111,No,Yes,No
20222135,No,No,No
20221152,No,No,No
20223162,No,No,No
20221225,No,No,No
20226005,No,No,No
20223208,No,No,No
20221230,No,No,No
20226007,No,No,No
20223005,No,No,Yes
20223003,No,Yes,No
20221132,No,No,No
20221094,No,No,No
20222021,No,No,No
20223209,Yes,No,No
20221195,No,No,No
20221026,No,No,No
20221192,No,No,No
20222073,No,No,No
20221163,No,No,No
20223016,No,No,No
20222204,No,No,No
20224007,No,No,No
20223249,No,No,No
20226006,No,No,No
20221126,No,No,No
20221107,No,No,No
20223226,No,No,No
20223002,No,No,No
20222191,No,Yes,Yes
20221097,No,No,No
20223214,No,No,No
20222040,No,No,No
20223075,No,No,No
20223073,No,Yes,No
20221210,No,No,No
20222037,No,No,No
20224061,No,No,No
20222184,No,No,No
20223139,No,No,No
20221180,No,No,No
20224041,No,No,No
20222190,No,No,No
20222101,No,No,No
20227025,No,No,No
20221067,No,No,No
20223034,No,No,Yes
20222006,No,No,No
20221190,No,No,No
20222104,No,No,No
20221106,No,No,No
20223068,No,No,No
20221250,No,No,No
20221141,No,No,No
20226026,No,No,No
20221162,No,No,No
20222120,No,No,No
20223217,No,No,No
20222014,No,No,Yes
20222109,No,No,No
20222166,No,No,No
20222131,No,No,No
20223154,No,No,No
20222225,No,No,Yes
20221174,No,Yes,No
20224036,No,No,No
20223031,No,No,No
20223221,No,No,No
20221140,No,No,No
20222169,No,No,No
20221237,No,No,No
20221060,No,No,No
20222090,No,No,No
20222176,No,No,No
20222214,No,Yes,No
20221243,No,No,No
20222208,No,No,No
20223118,No,No,No
20222172,No,No,No
20221127,No,No,No
20222183,No,No,No
20223153,No,No,No
20221244,No,No,No
20221133,No,No,No
20224026,No,No,No
20222199,No,No,No
20224038,No,No,No
20224051,No,No,No
20223228,No,No,No
20221025,Yes,No,No
20223025,No,No,No
20223147,No,No,Yes
20223039,No,No,No
20222192,No,No,No
20222215,No,No,Yes
20223061,No,No,No
20223170,No,No,Yes
20221054,No,No,No
20221096,No,No,Yes
20221235,No,No,No
20222047,No,No,No
20221010,No,No,No
20222195,No,No,No
20223117,No,No,No
20222233,No,No,No
20223121,No,No,No
20222119,No,No,No
20228003,No,No,No
20227018,No,No,No
20221217,No,No,No
20221089,No,No,No
20226042,No,No,No
20223042,No,No,No
20227038,No,No,No
20223114,No,No,No
20224053,No,No,No
20222231,No,No,No
20223264,No,No,No
20226016,No,No,No
20222164,No,No,No
20221118,No,No,No
20223086,No,No,No
20224043,No,No,No
20223265,No,No,No
20223180,No,No,No
20221168,No,No,No
20223100,No,No,No
20221239,No,Yes,No
20221092,No,No,No
20223202,No,No,No
20222005,No,No,No
20224008,No,No,No
20223241,No,No,No
20227009,No,No,No
20222071,No,No,No
20227031,No,Yes,No
20223097,No,No,No
20224056,No,No,No
20221232,No,No,Yes
20222224,No,No,No
20224057,No,No,No
20221256,Yes,No,Yes
20223238,No,No,No
20222003,No,No,No
20227037,No,No,No
20227012,No,No,No
20223256,No,No,No
20222140,No,No,No
20221055,No,No,No
20222152,No,No,No
20221098,No,No,No
20223076,No,No,No
20222044,No,No,Yes
20222216,No,No,No
20223171,No,No,No
20223015,No,No,No
20223191,No,No,No
20223115,No,No,No
20223004,No,No,No
20222232,No,No,Yes
20223218,No,No,Yes
20222197,No,No,No
20221255,No,No,No
20222029,No,No,No
20223125,No,No,No
20223222,No,No,No
20223203,No,Yes,No
20223111,No,Yes,No
20221212,No,No,No
20224066,No,No,No
20222223,No,No,No
20226015,No,Yes,No
20223008,No,Yes,No
20222181,No,Yes,No
20227001,No,No,Yes
20224058,No,No,No
20222028,No,No,Yes
20222010,No,No,No
20227023,No,No,No
20222151,No,No,No
20221249,No,No,No
20224033,No,No,No
20223098,No,No,No
20223188,No,Yes,No
20222105,No,No,No
20221149,No,No,No
20222024,No,No,No
20221197,No,No,No
20224060,No,No,No
20223186,No,No,No
20222154,No,No,No
20221073,No,No,No
20226019,No,No,No
20222236,No,No,No
20221153,No,No,No
20222089,No,No,No
20222067,No,No,No
20223102,No,No,No
20223032,No,No,No
20223037,No,No,No
20223177,No,No,No
20221071,No,No,No
20223143,No,No,No
20227016,No,No,No
20221151,No,No,No
20223234,No,No,No
20222221,No,No,No
20222133,No,No,No
20221006,No,No,No
20223038,No,Yes,No
20223095,No,No,No
20223254,No,No,No
20226004,No,No,No
20223085,No,No,No
20222008,No,No,No
20224040,No,No,No
20222143,No,No,No
20222123,No,Yes,No
20222132,No,Yes,No
20223120,No,No,No
20223103,No,No,No
20221129,No,No,No
20222064,No,No,Yes
20222054,No,No,No
20221120,No,No,No
20222011,No,No,Yes
20221213,No,No,No
20226003,No,No,No
20223157,No,No,No
20222033,No,No,No
20221070,No,No,No
20223082,No,No,Yes
20223105,No,No,No
20222091,No,No,No
20221122,No,No,No
20221219,No,No,No
20227022,No,No,No
20222141,No,No,No
20222187,No,No,No
20226030,No,No,No
20223247,No,No,No
20223259,No,Yes,No
20223204,No,No,No
20221053,Yes,No,No
20222124,No,No,No
20227021,Yes,No,No
20223178,No,No,No
20223026,No,No,No
20222112,No,No,No
20224067,No,No,No
20223080,No,No,No
20227013,No,No,No
20221209,No,No,No
20221123,No,No,No
20221043,No,No,No
20222156,No,No,No
20221258,No,No,No
20223013,No,No,No
20228008,No,No,No
20222209,No,No,No
20222059,No,No,No
20224068,No,No,No
20224024,No,No,No
20221257,No,No,No
20221058,No,No,No
20223049,No,No,No
20227029,No,No,No
20222149,No,No,No
20222094,No,No,No
20222035,No,No,No
20222226,No,No,No
20223172,No,No,Yes
20222128,No,No,No
20222218,No,No,No
20222060,No,Yes,No
20223011,No,No,No
20223014,No,No,No
20221177,No,No,No
20221004,No,No,No
20223033,No,No,No
20221059,No,No,No
20223216,No,No,No
20224020,No,No,No
20222001,No,No,No
20222018,No,No,No
20223193,No,No,No
20222077,No,No,No
20223156,No,No,Yes
20221039,No,Yes,No
20221003,No,Yes,No
20223262,No,Yes,No
20226037,No,Yes,No
20227014,No,No,No
20224035,No,No,No
20222229,No,No,No
20223063,No,No,No
20221030,No,Yes,No
20222092,No,Yes,No
20223212,No,Yes,No
20221085,No,No,No
20223179,No,No,No
20223242,No,No,No
20223136,No,No,No
20227039,No,No,No
20222115,No,No,No
20221091,No,No,No
20226043,No,No,No
20223087,No,No,No
20223048,No,Yes,No
20223155,No,No,No
20228013,No,No,No
20223057,No,No,No
20226002,No,No,No
20223119,No,No,No
20222158,No,No,No
20222043,No,No,No
20221171,No,Yes,No
20226021,No,No,No
20221155,No,No,No
20222055,No,Yes,No
20223096,No,No,No
20223270,No,No,No
20221028,No,No,Yes
20227011,No,No,No
20223261,No,No,No
20228014,No,No,No
20223183,No,No,No
20224009,No,No,No
20222075,Yes,No,Yes
20223185,No,No,No
20223054,No,No,No
20223269,Yes,No,No
20221178,No,No,No
20222202,No,No,No
20228015,No,No,No
20223168,No,No,No
20221065,Yes,No,No
20223110,No,No,No
20223088,No,No,No
20223043,No,No,No
20223197,No,No,No
20223236,No,No,No
20221227,No,No,No
20221100,No,No,No
20223134,No,No,No
20224028,No,No,No
20221221,No,No,No
20221090,No,No,No
20222009,No,No,No
20223006,No,No,No
20223235,No,No,No
20221050,No,No,No
20223273,No,No,Yes
20223190,No,No,No
20223243,No,No,No
20222078,No,No,No
20221263,No,No,No
20223237,Yes,No,No
20226020,No,No,No
20221211,No,No,Yes
20222074,No,No,No
20226012,No,No,No
20221222,No,No,No
20228005,No,No,No
20222096,No,Yes,Yes
20223224,No,No,No
20221144,Yes,No,No
20221146,No,No,No
20223083,No,Yes,No
20226010,No,No,No
20223104,No,No,No
20222025,No,Yes,No
20224047,No,No,No
20227032,No,No,No
20223149,No,No,Yes
20223192,No,No,No
20223106,No,No,No
20224011,No,No,No
20221114,No,No,No
20221236,No,No,No
20221029,No,No,No
20224023,No,No,No
20224046,No,No,No
20222189,No,No,No
20221125,No,No,Yes
20222099,No,Yes,No
20221095,No,No,Yes
20227015,No,No,No
20223040,No,No,No
20221147,No,No,No
20227008,No,No,No
20228012,No,No,No
20221201,No,No,No
20221062,No,No,No
20223020,No,No,No
20222076,No,No,No
20224064,No,No,No
20222238,No,No,No
20224059,No,No,No
20221164,No,No,No
20222170,No,No,No
20221108,No,No,No
20222144,No,No,No
20222038,No,Yes,No
20226029,No,No,No
20221046,No,No,No
20223266,No,No,No
20221196,No,No,Yes
20226031,No,No,No
20222072,No,No,No
20221226,No,No,No
20223035,No,No,No
20221124,No,Yes,No
20221027,No,Yes,No
20221261,No,No,No
20221113,No,No,No
20223196,No,No,No
20221185,No,No,No
20221044,No,No,No
20226001,No,No,No
20224001,No,No,No
20221231,No,No,No
20222084,No,No,No
20221128,No,No,No
20227024,No,No,No
20222066,No,No,No
20221018,No,No,No
20227026,No,No,No
20228010,No,No,No
20223167,No,No,No
20222042,No,No,No
20222034,No,No,No
20226036,No,No,No
20223145,No,No,No
20223036,No,No,No
20224049,No,No,Yes
20222147,No,No,No
20223151,No,No,No
20223109,No,No,No
20221001,No,No,No
20224016,No,No,No
20221200,No,No,No
20222227,No,No,No
20221208,No,No,No
20223056,No,No,No
20226039,No,No,No
20226008,No,No,No
20226017,No,No,No
20221111,No,No,No
20224018,No,No,No
20227036,No,No,No
20222200,No,No,No
20224045,No,Yes,No
20222230,No,No,No
20222173,No,Yes,No
20224004,No,No,No
20221253,No,No,No
20222093,No,No,No
20221238,No,No,No
20221093,No,No,No
20222058,No,No,No
20221157,No,No,No
20223260,No,No,Yes
20224006,No,No,No
20222175,No,No,No
20226018,No,Yes,No
20221072,No,Yes,No
20221076,No,Yes,No
20221251,No,No,No
20224021,No,No,No
20221148,No,No,No
20222080,No,No,No
20222114,No,No,Yes
20223127,No,No,No
20226009,No,No,No
20222145,No,No,No
20222049,No,No,No
20221193,No,No,No
20223072,No,No,No
20223169,No,No,No
20221049,No,No,No
20223225,No,No,Yes
20224003,No,No,No
20221064,No,No,No
20223159,No,No,No
20222185,No,No,No
20223060,No,No,No
20227007,No,No,No
20222081,No,No,No
20222138,No,No,No
20223240,No,No,No
20221084,No,No,No
20221121,No,No,No
20227033,No,No,No
20224042,No,No,No
20227020,No,No,No
20221145,No,No,No
20221066,No,No,No
20221139,No,No,Yes
20223094,No,No,Yes
20221242,No,No,No
20222027,No,No,No
20221223,No,No,No
20223160,No,No,No
20224014,No,No,No
20223017,No,No,No
20223132,No,No,Yes
20221101,No,No,No
20222026,No,No,No
20223245,No,Yes,No
20223200,No,Yes,No
20221019,No,No,No
20224034,No,No,No
20222122,No,No,No
20223215,No,No,No
20223122,No,No,No
20221182,Yes,No,No
20222061,No,No,No
20221247,No,No,No
20221033,No,No,No
20223189,No,No,No
20226035,No,No,No
20221169,No,No,No
20221207,No,No,No
20223250,No,No,No
20226014,No,No,No
20223232,No,No,No
20221088,No,No,No
20221165,No,No,No
20222234,No,No,No
20221204,No,No,No
20222134,No,Yes,No
20226013,No,No,No
20223175,No,No,No
20223263,No,No,No
20222020,No,No,No
20223001,No,No,No
20221119,No,No,No
20221138,No,No,No
20223205,No,No,No
20221063,No,No,No
20227004,No,No,No
20223112,No,No,No
20222161,No,No,No
20222235,No,No,No
20222150,No,No,No
20223066,No,No,No
20223069,Yes,No,No
20223137,No,No,Yes
20223194,No,No,No
20223268,No,No,No
20223124,No,No,No
20221036,No,No,No
20223084,No,No,No
20221172,No,Yes,No
20222048,No,No,No
20221134,No,No,No
20223251,No,No,No
20222113,No,No,No
20222017,No,No,No
20221069,No,No,No
20223213,No,No,No
20222070,No,No,No
20223229,No,No,No
20223187,No,No,No
20222130,No,No,No
20221023,No,No,No
20221038,No,Yes,No
20227030,No,No,No
20221083,No,No,Yes
20224031,No,No,No
20222213,No,No,No
20221206,No,No,No
20227010,No,No,Yes
20224027,No,No,No
20223130,No,No,No
20222083,No,No,No
20223126,No,No,No
20223144,No,No,No
20221032,No,No,No
20221156,No,No,No
20224029,No,No,No
20224063,No,No,No
20223027,No,No,No
20224022,No,No,No
20221130,No,No,No
20222082,No,No,No
20222097,No,No,No
20223244,No,No,No
20221260,No,No,No
20221167,No,No,No
20222228,No,No,No
20221005,No,No,No
20223255,No,No,No
20223079,No,No,No
20222188,No,No,No
20228011,No,No,No
20226025,No,No,No
20223207,No,No,No
20222086,No,No,No
20221045,No,No,No
20223007,No,Yes,No
20226032,No,No,No
20221117,No,No,No
20222107,No,No,No
20221104,No,No,No
20221218,No,No,No
20224052,No,No,No
20223182,No,No,No
20222155,No,No,Yes
20226028,No,No,No
20222045,No,No,No
20223161,No,Yes,No
20224039,No,No,No
20221142,No,Yes,No
20223231,No,Yes,No
20222146,No,No,No
20222039,No,Yes,No
20221160,No,No,No
20221137,No,No,No
20223227,No,No,No
20221022,No,No,No
20227035,No,No,No
20223009,No,No,No
20223165,No,No,No
20223019,No,No,No
20222201,No,No,No
20222050,No,No,No
20223081,No,No,No
20223210,No,No,No
20223116,No,No,No
20221041,Yes,Yes,No
20222088,No,No,No
20224010,No,No,No
20221216,No,No,No
20223267,No,No,Yes
20223030,No,No,No
20221007,No,No,No
20223176,No,No,No
20221246,No,No,No
20223022,No,No,No
20223230,No,No,No
20221021,No,No,No
20222087,No,No,No
20223184,No,No,No
20224030,No,No,No
20222179,No,No,No
20222118,No,No,No
20224005,No,No,No
20221048,No,No,No
20223140,No,No,No
20223092,No,No,No
20221014,No,No,No
20221057,No,No,No
20222116,No,Yes,No
20223047,No,No,No
20222056,No,No,No
20222203,No,No,No
20223257,No,No,Yes
20223128,No,No,No
20222160,No,No,No
20222053,No,No,No
20221183,No,No,No
20222110,No,No,No
20221224,No,No,No
20221259,No,No,No
20221228,No,No,No
20221198,No,No,No
20223195,No,No,No
20221034,No,No,Yes
20221115,No,No,No
20223211,No,No,Yes
20221075,No,No,No
20223089,No,No,No
20222162,No,No,No
20222065,No,No,No
20221159,No,No,No
20222046,No,No,No
20221068,No,No,Yes
20222174,No,No,No
20223041,No,No,No
20226022,No,No,No
20221020,No,No,No
20223133,No,No,Yes
20222062,No,No,No
20221254,No,Yes,No
20222007,No,Yes,No
20223233,No,No,No
20221241,No,No,Yes
20227006,No,No,No
20222212,No,No,No
20221229,No,No,No
20226033,No,Yes,No
20222041,No,No,No
20221186,No,No,No
20227034,No,No,Yes
20224048,No,Yes,No
20221214,No,No,No
20223142,No,Yes,No
20222100,No,No,No
20223021,No,No,No
