crash_id,year,month,day_of_week,time_of_day,christmas,easter
20192215,2019,5,Weekday,Night,No,No
20193196,2019,5,Weekday,Day,No,No
20193112,2019,5,Weekday,Day,No,No
20192133,2019,5,Weekday,Night,No,No
20191001,2019,5,Weekday,Day,No,No
20193012,2019,5,Weekday,Day,No,No
20191198,2019,5,Weekday,Day,No,No
20191121,2019,5,Weekday,Night,No,No
20193174,2019,5,Weekday,Night,No,No
20197027,2019,5,Weekday,Night,No,No
20192163,2019,5,Weekday,Night,No,No
20192094,2019,5,Weekday,Night,No,No
20193104,2019,5,Weekday,Day,No,No
20191130,2019,5,Weekday,Day,No,No
20193051,2019,5,Weekday,Day,No,No
20191304,2019,5,Weekday,Day,No,No
20195007,2019,5,Weekday,Day,No,No
20192122,2019,5,Weekday,Night,No,No
20193019,2019,5,Weekday,Night,No,No
20192095,2019,5,Weekday,Night,No,No
20197028,2019,5,Weekday,Night,No,No
20194058,2019,4,Weekday,Night,No,Yes
20192236,2019,4,Weekday,Night,No,No
20193037,2019,4,Weekday,Night,No,Yes
20192024,2019,4,Weekday,Night,No,Yes
20193181,2019,4,Weekday,Night,No,Yes
20192059,2019,4,Weekday,Night,No,No
20192001,2019,4,Weekday,Night,No,Yes
20194102,2019,4,Weekday,Day,No,No
20192109,2019,4,Weekday,Night,No,No
20197005,2019,4,Weekday,Day,No,Yes
20194105,2019,4,Weekday,Day,No,No
20191252,2019,4,Weekday,Day,No,Yes
20193109,2019,4,Weekday,Day,No,No
20194005,2019,4,Weekday,Day,No,No
20195053,2019,4,Weekday,Day,No,No
20191142,2019,4,Weekday,Day,No,No
20195077,2019,4,Weekday,Day,No,No
20194081,2019,4,Weekday,Day,No,No
20192068,2019,4,Weekday,Night,No,Yes
20191052,2019,4,Weekend,Night,No,No
20195136,2019,4,Weekend,Night,No,Yes
20193026,2019,4,Weekend,Night,No,No
20195006,2019,4,Weekend,Night,No,No
20192085,2019,4,Weekend,Night,No,No
20192101,2019,4,Weekend,Night,No,No
20191227,2019,4,Weekday,Day,No,No
20191017,2019,4,Weekday,Day,No,No
20192232,2019,4,Weekend,Night,No,No
20192235,2019,4,Weekend,Night,No,No
20193107,2019,4,Weekday,Day,No,No
20191188,2019,4,Weekday,Night,No,No
20192108,2019,4,Weekend,Night,No,No
20192125,2019,4,Weekend,Night,No,No
20196015,2019,4,Weekend,Night,No,Yes
20194046,2019,4,Weekend,Night,No,No
20194091,2019,4,Weekend,Night,No,No
20194010,2019,4,Weekend,Day,No,Yes
20193144,2019,4,Weekend,Day,No,No
20195088,2019,4,Weekend,Day,No,Yes
20194071,2019,4,Weekend,Day,No,No
20195087,2019,4,Weekend,Day,No,No
20192067,2019,4,Weekend,Night,No,No
20191319,2019,4,Weekend,Day,No,Yes
20197023,2019,4,Weekend,Night,No,No
20191041,2019,4,Weekend,Night,No,No
20193100,2019,4,Weekend,Night,No,Yes
20195090,2019,4,Weekend,Night,No,No
20191024,2019,4,Weekend,Night,No,No
20195040,2019,4,Weekend,Night,No,No
20195036,2019,4,Weekend,Night,No,No
20192015,2019,4,Weekend,Night,No,No
20192169,2019,4,Weekend,Night,No,No
20191084,2019,4,Weekend,Day,No,No
20191103,2019,4,Weekend,Day,No,No
20193111,2019,4,Weekend,Day,No,No
20195004,2019,4,Weekend,Day,No,No
20192177,2019,4,Weekend,Night,No,No
20191042,2019,4,Weekend,Night,No,Yes
20195145,2019,4,Weekend,Night,No,No
20196018,2019,4,Weekday,Night,No,Yes
20193033,2019,4,Weekday,Night,No,Yes
20192230,2019,4,Weekday,Night,No,No
20191002,2019,4,Weekday,Day,No,No
20192080,2019,4,Weekday,Night,No,No
20192139,2019,4,Weekday,Night,No,No
20191118,2019,4,Weekday,Night,No,No
20191179,2019,4,Weekday,Night,No,No
20191226,2019,4,Weekday,Night,No,Yes
20191264,2019,4,Weekday,Day,No,No
20193122,2019,4,Weekday,Day,No,No
20192036,2019,4,Weekday,Night,No,No
20191031,2019,4,Weekday,Day,No,No
20191247,2019,4,Weekday,Day,No,No
20191284,2019,4,Weekday,Day,No,No
20193093,2019,4,Weekday,Day,No,No
20191080,2019,4,Weekday,Day,No,No
20196026,2019,4,Weekday,Day,No,No
20191138,2019,4,Weekday,Day,No,No
20192098,2019,4,Weekday,Night,No,No
20191234,2019,4,Weekday,Night,No,No
20194019,2019,4,Weekday,Night,No,No
20197006,2019,4,Weekday,Night,No,No
20195044,2019,4,Weekday,Night,No,No
20193131,2019,4,Weekday,Day,No,No
20193157,2019,4,Weekday,Day,No,No
20192194,2019,4,Weekday,Night,No,No
20191221,2019,4,Weekday,Day,No,No
20191239,2019,4,Weekday,Day,No,No
20195093,2019,4,Weekday,Day,No,No
20191062,2019,4,Weekday,Day,No,No
20192225,2019,4,Weekday,Night,No,No
20192069,2019,3,Weekday,Night,No,No
20192222,2019,3,Weekday,Night,No,No
20195054,2019,3,Weekday,Night,No,No
20191147,2019,3,Weekday,Night,No,No
20191059,2019,3,Weekday,Day,No,No
20193055,2019,3,Weekday,Day,No,No
20193038,2019,3,Weekday,Day,No,No
20191185,2019,3,Weekday,Day,No,No
20191157,2019,3,Weekday,Day,No,No
20194033,2019,3,Weekday,Day,No,No
20192055,2019,3,Weekday,Night,No,No
20193184,2019,3,Weekday,Day,No,No
20191033,2019,3,Weekday,Day,No,No
20195008,2019,3,Weekday,Day,No,No
20191094,2019,3,Weekend,Night,No,No
20192192,2019,3,Weekend,Night,No,No
20192110,2019,3,Weekend,Night,No,No
20196012,2019,3,Weekday,Day,No,No
20192153,2019,3,Weekend,Night,No,No
20193175,2019,3,Weekday,Day,No,No
20192167,2019,3,Weekend,Night,No,No
20193068,2019,3,Weekday,Day,No,No
20197002,2019,3,Weekday,Day,No,No
20192061,2019,3,Weekend,Night,No,No
20193050,2019,3,Weekend,Night,No,No
20193133,2019,3,Weekend,Night,No,No
20191010,2019,3,Weekend,Day,No,No
20193149,2019,3,Weekend,Day,No,No
20194028,2019,3,Weekend,Day,No,No
20191018,2019,3,Weekend,Day,No,No
20196028,2019,3,Weekend,Day,No,No
20191180,2019,3,Weekend,Day,No,No
20191166,2019,3,Weekend,Day,No,No
20192242,2019,3,Weekend,Night,No,No
20191286,2019,3,Weekend,Day,No,No
20191275,2019,3,Weekend,Night,No,No
20193011,2019,3,Weekend,Night,No,No
20191231,2019,3,Weekend,Night,No,No
20194040,2019,3,Weekend,Night,No,No
20195083,2019,3,Weekend,Night,No,No
20191238,2019,3,Weekend,Night,No,No
20195076,2019,3,Weekend,Night,No,No
20191211,2019,3,Weekend,Night,No,No
20192187,2019,3,Weekend,Night,No,No
20191122,2019,3,Weekend,Day,No,No
20193165,2019,3,Weekend,Day,No,No
20192114,2019,3,Weekend,Night,No,No
20192066,2019,3,Weekend,Night,No,No
20191152,2019,3,Weekend,Day,No,No
20194090,2019,3,Weekend,Day,No,No
20192119,2019,3,Weekend,Night,No,No
20195082,2019,3,Weekend,Day,No,No
20192183,2019,3,Weekend,Night,No,No
20193005,2019,3,Weekend,Day,No,No
20191161,2019,3,Weekend,Day,No,No
20195115,2019,3,Weekend,Day,No,No
20195143,2019,3,Weekend,Day,No,No
20192117,2019,3,Weekend,Night,No,No
20196004,2019,3,Weekend,Night,No,No
20191306,2019,3,Weekend,Night,No,No
20192005,2019,3,Weekday,Night,No,No
20191267,2019,3,Weekday,Day,No,No
20192212,2019,3,Weekday,Night,No,No
20194001,2019,3,Weekday,Day,No,No
20195096,2019,3,Weekday,Day,No,No
20193082,2019,3,Weekday,Day,No,No
20191196,2019,3,Weekday,Day,No,No
20193035,2019,3,Weekday,Day,No,No
20191224,2019,3,Weekday,Day,No,No
20191249,2019,3,Weekday,Day,No,No
20194041,2019,3,Weekday,Day,No,No
20195024,2019,3,Weekday,Night,No,No
20192041,2019,3,Weekday,Night,No,No
20191270,2019,3,Weekday,Night,No,No
20191032,2019,3,Weekday,Night,No,No
20193108,2019,3,Weekday,Night,No,No
20191014,2019,3,Weekday,Day,No,No
20191022,2019,3,Weekday,Day,No,No
20194056,2019,3,Weekday,Day,No,No
20193110,2019,3,Weekday,Day,No,No
20193079,2019,3,Weekday,Day,No,No
20191266,2019,3,Weekday,Day,No,No
20191242,2019,3,Weekday,Day,No,No
20192120,2019,3,Weekday,Night,No,No
20194002,2019,3,Weekday,Night,No,No
20191201,2019,3,Weekday,Night,No,No
20194073,2019,3,Weekday,Night,No,No
20195047,2019,3,Weekday,Night,No,No
20193182,2019,3,Weekday,Night,No,No
20191294,2019,3,Weekday,Night,No,No
20194045,2019,3,Weekday,Day,No,No
20191068,2019,3,Weekday,Day,No,No
20194062,2019,3,Weekday,Day,No,No
20191245,2019,3,Weekday,Day,No,No
20196024,2019,3,Weekday,Day,No,No
20194004,2019,3,Weekday,Day,No,No
20191108,2019,3,Weekday,Day,No,No
20191225,2019,3,Weekday,Day,No,No
20191104,2019,3,Weekday,Day,No,No
20195133,2019,2,Weekday,Night,No,No
20196025,2019,2,Weekday,Night,No,No
20191135,2019,2,Weekday,Day,No,No
20195012,2019,2,Weekday,Day,No,No
20195152,2019,2,Weekday,Day,No,No
20191067,2019,2,Weekday,Day,No,No
20192134,2019,2,Weekday,Night,No,No
20193193,2019,2,Weekday,Day,No,No
20193140,2019,2,Weekend,Night,No,No
20192051,2019,2,Weekday,Night,No,No
20197011,2019,2,Weekend,Night,No,No
20192093,2019,2,Weekend,Night,No,No
20191145,2019,2,Weekday,Day,No,No
20192146,2019,2,Weekend,Night,No,No
20194099,2019,2,Weekday,Day,No,No
20191155,2019,2,Weekday,Day,No,No
20192196,2019,2,Weekend,Night,No,No
20195151,2019,2,Weekend,Night,No,No
20192046,2019,2,Weekend,Night,No,No
20192159,2019,2,Weekend,Night,No,No
20192221,2019,2,Weekend,Night,No,No
20193041,2019,2,Weekend,Day,No,No
20191123,2019,2,Weekend,Day,No,No
20195065,2019,2,Weekend,Day,No,No
20192017,2019,2,Weekend,Night,No,No
20192135,2019,2,Weekend,Night,No,No
20192018,2019,2,Weekend,Night,No,No
20191258,2019,2,Weekend,Night,No,No
20191106,2019,2,Weekend,Night,No,No
20191050,2019,2,Weekend,Night,No,No
20193081,2019,2,Weekend,Night,No,No
20191037,2019,2,Weekend,Day,No,No
20191107,2019,2,Weekend,Day,No,No
20191290,2019,2,Weekend,Day,No,No
20192185,2019,2,Weekend,Night,No,No
20193156,2019,2,Weekend,Day,No,No
20192044,2019,2,Weekend,Night,No,No
20191314,2019,2,Weekend,Day,No,No
20191100,2019,2,Weekend,Night,No,No
20191047,2019,2,Weekend,Night,No,No
20192160,2019,2,Weekend,Night,No,No
20192012,2019,2,Weekend,Night,No,No
20195048,2019,2,Weekday,Night,No,No
20191159,2019,2,Weekday,Night,No,No
20194044,2019,2,Weekday,Night,No,No
20193003,2019,2,Weekday,Day,No,No
20191220,2019,2,Weekday,Day,No,No
20192037,2019,2,Weekday,Night,No,No
20191192,2019,2,Weekday,Day,No,No
20193171,2019,2,Weekday,Day,No,No
20195123,2019,2,Weekday,Day,No,No
20195072,2019,2,Weekday,Day,No,No
20191005,2019,2,Weekday,Day,No,No
20192189,2019,2,Weekday,Night,No,No
20191210,2019,2,Weekday,Day,No,No
20191172,2019,2,Weekday,Day,No,No
20192058,2019,2,Weekday,Night,No,No
20192043,2019,2,Weekday,Night,No,No
20192200,2019,2,Weekday,Night,No,No
20193091,2019,2,Weekday,Night,No,No
20195138,2019,2,Weekday,Night,No,No
20196022,2019,2,Weekday,Night,No,No
20191271,2019,2,Weekday,Night,No,No
20193014,2019,2,Weekday,Day,No,No
20195050,2019,2,Weekday,Day,No,No
20192033,2019,2,Weekday,Night,No,No
20191241,2019,2,Weekday,Day,No,No
20195034,2019,2,Weekday,Day,No,No
20191182,2019,2,Weekday,Day,No,No
20196029,2019,2,Weekday,Day,No,No
20192023,2019,2,Weekday,Night,No,No
20191181,2019,2,Weekday,Night,No,No
20191025,2019,2,Weekday,Day,No,No
20191021,2019,2,Weekday,Day,No,No
20192103,2019,2,Weekday,Night,No,No
20192040,2019,2,Weekday,Night,No,No
20194017,2019,2,Weekday,Day,No,No
20192220,2019,2,Weekday,Night,No,No
20192148,2019,2,Weekday,Night,No,No
20195002,2019,2,Weekday,Day,No,No
20192178,2019,2,Weekday,Night,No,No
20192097,2019,2,Weekday,Night,No,No
20193075,2019,2,Weekday,Day,No,No
20192202,2019,2,Weekday,Night,No,No
20195110,2019,2,Weekday,Night,No,No
20195118,2019,1,Weekday,Night,No,No
20192007,2019,1,Weekday,Night,No,No
20191204,2019,1,Weekday,Day,No,No
20195102,2019,1,Weekday,Day,No,No
20194057,2019,1,Weekday,Day,No,No
20195062,2019,1,Weekday,Day,No,No
20195085,2019,1,Weekday,Day,No,No
20192076,2019,1,Weekday,Night,No,No
20192079,2019,1,Weekday,Night,No,No
20195046,2019,1,Weekday,Day,No,No
20193086,2019,1,Weekend,Night,No,No
20198003,2019,1,Weekend,Night,No,No
20192190,2019,1,Weekday,Night,No,No
20191153,2019,1,Weekend,Night,No,No
20192195,2019,1,Weekend,Night,No,No
20195010,2019,1,Weekday,Day,No,No
20195146,2019,1,Weekday,Day,No,No
20191251,2019,1,Weekday,Day,No,No
20193158,2019,1,Weekday,Day,No,No
20192009,2019,1,Weekend,Night,No,No
20192161,2019,1,Weekend,Night,No,No
20194074,2019,1,Weekday,Day,No,No
20191046,2019,1,Weekday,Day,No,No
20195078,2019,1,Weekday,Night,No,No
20193191,2019,1,Weekday,Night,No,No
20191053,2019,1,Weekday,Night,No,No
20191299,2019,1,Weekend,Night,No,No
20194009,2019,1,Weekend,Night,No,No
20195014,2019,1,Weekend,Night,No,No
20193087,2019,1,Weekend,Night,No,No
20197007,2019,1,Weekend,Night,No,No
20191265,2019,1,Weekend,Day,No,No
20191174,2019,1,Weekend,Day,No,No
20195075,2019,1,Weekend,Day,No,No
20191079,2019,1,Weekend,Day,No,No
20194093,2019,1,Weekend,Day,No,No
20191074,2019,1,Weekend,Day,No,No
20191069,2019,1,Weekend,Day,No,No
20192198,2019,1,Weekend,Night,No,No
20191308,2019,1,Weekend,Day,No,No
20197009,2019,1,Weekend,Day,No,No
20195011,2019,1,Weekend,Night,No,No
20193120,2019,1,Weekend,Night,No,No
20193063,2019,1,Weekend,Night,No,No
20193054,2019,1,Weekend,Day,No,No
20191139,2019,1,Weekend,Day,No,No
20192106,2019,1,Weekend,Night,No,No
20191292,2019,1,Weekend,Day,No,No
20192241,2019,1,Weekend,Night,No,No
20194109,2019,1,Weekend,Day,No,No
20194095,2019,1,Weekend,Day,No,No
20194035,2019,1,Weekend,Day,No,No
20191038,2019,1,Weekend,Day,No,No
20192179,2019,1,Weekend,Night,No,No
20192132,2019,1,Weekend,Night,No,No
20191295,2019,1,Weekend,Night,No,No
20195028,2019,1,Weekend,Night,No,No
20192168,2019,1,Weekend,Night,No,No
20191129,2019,1,Weekday,Night,No,No
20193077,2019,1,Weekday,Night,No,No
20193128,2019,1,Weekday,Night,No,No
20192136,2019,1,Weekday,Night,No,No
20191054,2019,1,Weekday,Day,No,No
20194070,2019,1,Weekday,Day,No,No
20195030,2019,1,Weekday,Day,No,No
20192042,2019,1,Weekday,Night,No,No
20197012,2019,1,Weekday,Day,No,No
20191065,2019,1,Weekday,Day,Yes,No
20192145,2019,1,Weekday,Night,No,No
20191003,2019,1,Weekday,Day,No,No
20197022,2019,1,Weekday,Day,No,No
20192180,2019,1,Weekday,Night,No,No
20194043,2019,1,Weekday,Day,No,No
20192025,2019,1,Weekday,Night,No,No
20191288,2019,1,Weekday,Day,No,No
20197004,2019,1,Weekday,Night,No,No
20192057,2019,1,Weekday,Night,No,No
20191055,2019,1,Weekday,Night,Yes,No
20196007,2019,1,Weekday,Night,Yes,No
20191177,2019,1,Weekday,Night,No,No
20194063,2019,1,Weekday,Day,No,No
20193190,2019,1,Weekday,Day,Yes,No
20195113,2019,1,Weekday,Day,No,No
20194075,2019,1,Weekday,Day,No,No
20191323,2019,1,Weekday,Day,No,No
20191190,2019,1,Weekday,Day,No,No
20191036,2019,1,Weekday,Day,No,No
20191040,2019,1,Weekday,Day,No,No
20195071,2019,1,Weekday,Day,No,No
20192124,2019,1,Weekday,Night,No,No
20191045,2019,1,Weekday,Night,No,No
20195095,2019,1,Weekday,Night,No,No
20195111,2019,1,Weekday,Night,No,No
20194036,2019,1,Weekday,Day,No,No
20191259,2019,1,Weekday,Day,No,No
20191316,2019,1,Weekday,Day,No,No
20192081,2019,1,Weekday,Night,No,No
20194108,2019,1,Weekday,Day,No,No
20194027,2019,1,Weekday,Day,Yes,No
20191044,2019,1,Weekday,Day,No,No
20193058,2019,1,Weekday,Night,No,No
20191233,2019,1,Weekday,Night,No,No
20192141,2019,1,Weekday,Night,No,No
20193062,2019,1,Weekday,Night,No,No
20193047,2019,1,Weekday,Night,No,No
20191187,2019,1,Weekday,Night,Yes,No
20181309,2018,12,Weekday,Night,No,No
20184025,2018,12,Weekday,Night,Yes,No
20183053,2018,12,Weekday,Night,No,No
20181079,2018,12,Weekday,Day,No,No
20184009,2018,12,Weekday,Day,No,No
20183089,2018,12,Weekday,Day,No,No
20181062,2018,12,Weekday,Day,No,No
20181110,2018,12,Weekday,Day,No,No
20181038,2018,12,Weekday,Day,Yes,No
20181264,2018,12,Weekday,Day,No,No
20183091,2018,12,Weekend,Night,No,No
20181203,2018,12,Weekend,Night,No,No
20185100,2018,12,Weekend,Night,No,No
20182022,2018,12,Weekend,Night,No,No
20183039,2018,12,Weekend,Night,Yes,No
20182113,2018,12,Weekend,Night,No,No
20182017,2018,12,Weekend,Night,Yes,No
20184050,2018,12,Weekday,Day,No,No
20183154,2018,12,Weekday,Day,No,No
20181166,2018,12,Weekday,Day,Yes,No
20187028,2018,12,Weekday,Day,No,No
20183059,2018,12,Weekday,Night,Yes,No
20182094,2018,12,Weekday,Night,No,No
20183043,2018,12,Weekday,Night,Yes,No
20182049,2018,12,Weekday,Night,Yes,No
20183149,2018,12,Weekday,Night,Yes,No
20182155,2018,12,Weekday,Night,Yes,No
20182073,2018,12,Weekend,Night,No,No
20184027,2018,12,Weekend,Night,Yes,No
20181276,2018,12,Weekend,Night,No,No
20181231,2018,12,Weekend,Day,No,No
20185114,2018,12,Weekend,Day,No,No
20181105,2018,12,Weekend,Day,No,No
20183159,2018,12,Weekend,Day,Yes,No
20186030,2018,12,Weekend,Day,Yes,No
20181243,2018,12,Weekend,Day,No,No
20182199,2018,12,Weekend,Day,Yes,No
20185134,2018,12,Weekend,Night,No,No
20182159,2018,12,Weekend,Night,No,No
20183092,2018,12,Weekend,Night,No,No
20182071,2018,12,Weekend,Night,No,No
20181049,2018,12,Weekend,Day,No,No
20183141,2018,12,Weekend,Day,No,No
20183034,2018,12,Weekend,Day,No,No
20184038,2018,12,Weekend,Day,Yes,No
20181086,2018,12,Weekend,Day,No,No
20182106,2018,12,Weekend,Day,No,No
20183210,2018,12,Weekend,Day,Yes,No
20183022,2018,12,Weekend,Day,Yes,No
20181232,2018,12,Weekend,Day,No,No
20185139,2018,12,Weekend,Day,No,No
20181188,2018,12,Weekend,Day,No,No
20185076,2018,12,Weekend,Day,No,No
20181114,2018,12,Weekend,Night,No,No
20183065,2018,12,Weekend,Night,Yes,No
20187036,2018,12,Weekend,Night,Yes,No
20185138,2018,12,Weekday,Day,No,No
20183224,2018,12,Weekday,Day,No,No
20184024,2018,12,Weekday,Day,Yes,No
20185097,2018,12,Weekday,Day,Yes,No
20181107,2018,12,Weekday,Day,No,No
20186019,2018,12,Weekday,Day,Yes,No
20183025,2018,12,Weekday,Day,No,No
20183140,2018,12,Weekday,Day,Yes,No
20184016,2018,12,Weekday,Day,No,No
20183116,2018,12,Weekday,Night,No,No
20187003,2018,12,Weekday,Night,No,No
20185132,2018,12,Weekday,Day,No,No
20186012,2018,12,Weekday,Day,Yes,No
20181304,2018,12,Weekday,Day,No,No
20183161,2018,12,Weekday,Day,No,No
20181226,2018,12,Weekday,Day,No,No
20182035,2018,12,Weekday,Night,No,No
20181237,2018,12,Weekday,Night,No,No
20185085,2018,12,Weekday,Night,No,No
20182178,2018,12,Weekday,Day,No,No
20181269,2018,12,Weekday,Day,No,No
20185036,2018,12,Weekday,Day,Yes,No
20182081,2018,12,Weekday,Day,Yes,No
20183087,2018,12,Weekday,Day,No,No
20181056,2018,12,Weekday,Day,No,No
20181170,2018,12,Weekday,Day,Yes,No
20181002,2018,12,Weekday,Night,Yes,No
20182019,2018,12,Weekday,Night,No,No
20181148,2018,12,Weekday,Night,No,No
20182110,2018,12,Weekday,Night,No,No
20183085,2018,12,Weekday,Night,Yes,No
20184002,2018,12,Weekday,Night,No,No
20181077,2018,12,Weekday,Night,No,No
20184005,2018,11,Weekday,Night,No,No
20186001,2018,11,Weekday,Night,No,No
20182023,2018,11,Weekday,Day,No,No
20187026,2018,11,Weekday,Day,No,No
20184031,2018,11,Weekday,Day,No,No
20182181,2018,11,Weekday,Day,No,No
20185067,2018,11,Weekday,Day,No,No
20181214,2018,11,Weekday,Day,No,No
20181059,2018,11,Weekday,Day,No,No
20183020,2018,11,Weekend,Night,No,No
20182004,2018,11,Weekend,Night,No,No
20182002,2018,11,Weekend,Night,No,No
20183126,2018,11,Weekend,Night,No,No
20185016,2018,11,Weekend,Night,No,No
20181302,2018,11,Weekend,Night,No,No
20187029,2018,11,Weekend,Night,No,No
20183029,2018,11,Weekday,Day,No,No
20183171,2018,11,Weekday,Day,No,No
20184030,2018,11,Weekday,Day,No,No
20181031,2018,11,Weekday,Day,No,No
20182116,2018,11,Weekday,Day,No,No
20181159,2018,11,Weekday,Day,No,No
20183139,2018,11,Weekday,Day,No,No
20181018,2018,11,Weekday,Day,No,No
20181045,2018,11,Weekday,Day,No,No
20183134,2018,11,Weekday,Night,No,No
20183145,2018,11,Weekend,Night,No,No
20185008,2018,11,Weekend,Night,No,No
20185005,2018,11,Weekend,Day,No,No
20184008,2018,11,Weekend,Day,No,No
20182163,2018,11,Weekend,Day,No,No
20181324,2018,11,Weekend,Day,No,No
20182037,2018,11,Weekend,Day,No,No
20181070,2018,11,Weekend,Day,No,No
20183200,2018,11,Weekend,Day,No,No
20183102,2018,11,Weekend,Day,No,No
20185048,2018,11,Weekend,Day,No,No
20181156,2018,11,Weekend,Day,No,No
20183010,2018,11,Weekend,Night,No,No
20184047,2018,11,Weekend,Night,No,No
20181234,2018,11,Weekend,Night,No,No
20182095,2018,11,Weekend,Night,No,No
20183046,2018,11,Weekend,Night,No,No
20182020,2018,11,Weekend,Night,No,No
20183081,2018,11,Weekend,Night,No,No
20182146,2018,11,Weekend,Night,No,No
20181271,2018,11,Weekend,Night,No,No
20185104,2018,11,Weekend,Night,No,No
20182090,2018,11,Weekend,Night,No,No
20181310,2018,11,Weekend,Night,No,No
20185007,2018,11,Weekend,Day,No,No
20185052,2018,11,Weekend,Day,No,No
20185049,2018,11,Weekend,Day,No,No
20184048,2018,11,Weekend,Day,No,No
20182099,2018,11,Weekend,Day,No,No
20182136,2018,11,Weekend,Day,No,No
20184044,2018,11,Weekend,Day,No,No
20183219,2018,11,Weekend,Day,No,No
20187031,2018,11,Weekend,Day,No,No
20182056,2018,11,Weekend,Day,No,No
20182063,2018,11,Weekend,Night,No,No
20181205,2018,11,Weekday,Night,No,No
20185041,2018,11,Weekday,Day,No,No
20181171,2018,11,Weekday,Day,No,No
20181190,2018,11,Weekday,Day,No,No
20185032,2018,11,Weekday,Day,No,No
20182158,2018,11,Weekday,Day,No,No
20185044,2018,11,Weekday,Day,No,No
20181325,2018,11,Weekday,Night,No,No
20183178,2018,11,Weekday,Night,No,No
20184057,2018,11,Weekday,Night,No,No
20186006,2018,11,Weekday,Night,No,No
20183023,2018,11,Weekday,Night,No,No
20183179,2018,11,Weekday,Night,No,No
20181071,2018,11,Weekday,Night,No,No
20186003,2018,11,Weekday,Day,No,No
20185111,2018,11,Weekday,Day,No,No
20181076,2018,11,Weekday,Day,No,No
20181033,2018,11,Weekday,Day,No,No
20182029,2018,11,Weekday,Day,No,No
20184073,2018,11,Weekday,Day,No,No
20184017,2018,11,Weekday,Day,No,No
20181187,2018,11,Weekday,Night,No,No
20182072,2018,11,Weekday,Night,No,No
20183062,2018,11,Weekday,Night,No,No
20181168,2018,11,Weekday,Night,No,No
20185001,2018,11,Weekday,Day,No,No
20181265,2018,11,Weekday,Day,No,No
20182040,2018,11,Weekday,Day,No,No
20182075,2018,11,Weekday,Night,No,No
20181209,2018,11,Weekday,Night,No,No
20181053,2018,10,Weekday,Day,No,No
20181042,2018,10,Weekday,Day,No,No
20182166,2018,10,Weekday,Day,No,No
20181179,2018,10,Weekday,Day,No,No
20181244,2018,10,Weekday,Day,No,No
20182161,2018,10,Weekday,Day,No,No
20183172,2018,10,Weekend,Night,No,No
20181194,2018,10,Weekday,Day,No,No
20187022,2018,10,Weekday,Day,No,No
20181129,2018,10,Weekday,Day,No,No
20182041,2018,10,Weekday,Day,No,No
20182191,2018,10,Weekday,Day,No,No
20183031,2018,10,Weekday,Day,No,No
20182192,2018,10,Weekday,Day,No,No
20184028,2018,10,Weekday,Night,No,No
20183101,2018,10,Weekday,Night,No,No
20187027,2018,10,Weekday,Night,No,No
20185031,2018,10,Weekend,Night,No,No
20182084,2018,10,Weekend,Night,No,No
20182100,2018,10,Weekend,Night,No,No
20181292,2018,10,Weekend,Day,No,No
20185106,2018,10,Weekend,Day,No,No
20182132,2018,10,Weekend,Day,No,No
20182148,2018,10,Weekend,Day,No,No
20183012,2018,10,Weekend,Day,No,No
20185095,2018,10,Weekend,Night,No,No
20185094,2018,10,Weekend,Night,No,No
20183007,2018,10,Weekend,Night,No,No
20182079,2018,10,Weekend,Night,No,No
20181144,2018,10,Weekend,Night,No,No
20183194,2018,10,Weekend,Night,No,No
20181067,2018,10,Weekend,Night,No,No
20182044,2018,10,Weekend,Night,No,No
20187005,2018,10,Weekend,Day,No,No
20181211,2018,10,Weekend,Day,No,No
20181138,2018,10,Weekend,Day,No,No
20182026,2018,10,Weekend,Day,No,No
20181213,2018,10,Weekend,Day,No,No
20181162,2018,10,Weekend,Day,No,No
20182102,2018,10,Weekend,Day,No,No
20184051,2018,10,Weekend,Day,No,No
20182152,2018,10,Weekend,Day,No,No
20181206,2018,10,Weekend,Day,No,No
20184062,2018,10,Weekend,Day,No,No
20182129,2018,10,Weekend,Night,No,No
20183129,2018,10,Weekday,Day,No,No
20185092,2018,10,Weekday,Day,No,No
20182031,2018,10,Weekday,Day,No,No
20187017,2018,10,Weekday,Night,No,No
20184067,2018,10,Weekday,Day,No,No
20183151,2018,10,Weekday,Day,No,No
20183057,2018,10,Weekday,Day,No,No
20181024,2018,10,Weekday,Day,No,No
20187004,2018,10,Weekday,Night,No,No
20181048,2018,10,Weekday,Night,No,No
20185004,2018,10,Weekday,Night,No,No
20182119,2018,10,Weekday,Day,No,No
20185091,2018,10,Weekday,Day,No,No
20185029,2018,10,Weekday,Day,No,No
20182120,2018,10,Weekday,Day,No,No
20181010,2018,10,Weekday,Day,No,No
20181284,2018,10,Weekday,Day,No,No
20182164,2018,10,Weekday,Day,No,No
20181026,2018,10,Weekday,Day,No,No
20181185,2018,10,Weekday,Day,No,No
20181225,2018,10,Weekday,Day,No,No
20182092,2018,9,Weekday,Night,No,No
20181176,2018,9,Weekday,Night,No,No
20186002,2018,9,Weekday,Night,No,No
20185079,2018,9,Weekday,Night,No,No
20182167,2018,9,Weekday,Day,No,No
20181093,2018,9,Weekday,Day,No,No
20186017,2018,9,Weekday,Day,No,No
20182149,2018,9,Weekday,Day,No,No
20181257,2018,9,Weekday,Day,No,No
20183211,2018,9,Weekday,Day,No,No
20182176,2018,9,Weekday,Day,No,No
20183054,2018,9,Weekday,Day,No,No
