crash_id,year,month,day_of_week,time_of_day,christmas,easter
20223008,2022,7,Weekday,Day,No,No
20222181,2022,7,Weekday,Day,No,No
20227001,2022,7,Weekday,Day,No,No
20224058,2022,7,Weekday,Day,No,No
20222028,2022,7,Weekday,Day,No,No
20222010,2022,7,Weekend,Night,No,No
20227023,2022,7,Weekend,Night,No,No
20222151,2022,7,Weekend,Night,No,No
20221249,2022,7,Weekend,Night,No,No
20224033,2022,7,Weekday,Day,No,No
20223098,2022,7,Weekday,Day,No,No
20223188,2022,7,Weekday,Day,No,No
20222105,2022,7,Weekday,Day,No,No
20221149,2022,7,Weekday,Night,No,No
20222024,2022,7,Weekend,Night,No,No
20221197,2022,7,Weekend,Night,No,No
20224060,2022,7,Weekend,Night,No,No
20223186,2022,7,Weekend,Day,No,No
20222154,2022,7,Weekend,Day,No,No
20221073,2022,7,Weekend,Day,No,No
20226019,2022,7,Weekend,Night,No,No
20222236,2022,7,Weekend,Night,No,No
20221153,2022,7,Weekend,Night,No,No
20222089,2022,7,Weekend,Night,No,No
20222067,2022,7,Weekend,Day,No,No
20223102,2022,7,Weekend,Day,No,No
20223032,2022,7,Weekend,Day,No,No
20223037,2022,7,Weekend,Day,No,No
20223177,2022,7,Weekend,Day,No,No
20221071,2022,7,Weekend,Day,No,No
20223143,2022,7,Weekend,Night,No,No
20227016,2022,7,Weekend,Night,No,No
20221151,2022,7,Weekend,Night,No,No
20223234,2022,7,Weekday,Night,No,No
20222221,2022,7,Weekday,Night,No,No
20222133,2022,7,Weekday,Day,No,No
20221006,2022,7,Weekday,Day,No,No
20223038,2022,7,Weekday,Day,No,No
20223095,2022,7,Weekday,Day,No,No
20223254,2022,7,Weekday,Day,No,No
20226004,2022,7,Weekday,Day,No,No
20223085,2022,7,Weekday,Night,No,No
20222008,2022,7,Weekday,Night,No,No
20224040,2022,7,Weekday,Day,No,No
20222143,2022,7,Weekday,Day,No,No
20222123,2022,7,Weekday,Day,No,No
20222132,2022,7,Weekday,Day,No,No
20223120,2022,7,Weekday,Day,No,No
20223103,2022,7,Weekday,Day,No,No
20221129,2022,7,Weekday,Night,No,No
20222064,2022,7,Weekday,Day,No,No
20222054,2022,7,Weekday,Day,No,No
20221120,2022,7,Weekday,Day,No,No
20222011,2022,7,Weekday,Day,No,No
20221213,2022,7,Weekday,Night,No,No
20226003,2022,7,Weekday,Night,No,No
20223157,2022,7,Weekday,Night,No,No
20222033,2022,6,Weekday,Day,No,No
20221070,2022,6,Weekday,Day,No,No
20223082,2022,6,Weekday,Day,No,No
20223105,2022,6,Weekday,Day,No,No
20222091,2022,6,Weekday,Day,No,No
20221122,2022,6,Weekend,Night,No,No
20221219,2022,6,Weekend,Night,No,No
20227022,2022,6,Weekend,Night,No,No
20222141,2022,6,Weekend,Night,No,No
20222187,2022,6,Weekday,Day,No,No
20226030,2022,6,Weekday,Day,No,No
20223247,2022,6,Weekday,Day,No,No
20223259,2022,6,Weekday,Day,No,No
20223204,2022,6,Weekday,Day,No,No
20221053,2022,6,Weekday,Day,No,No
20222124,2022,6,Weekday,Day,No,No
20227021,2022,6,Weekday,Day,No,No
20223178,2022,6,Weekday,Day,No,No
20223026,2022,6,Weekday,Day,No,No
20222112,2022,6,Weekday,Day,No,No
20224067,2022,6,Weekday,Night,No,No
20223080,2022,6,Weekend,Night,No,No
20227013,2022,6,Weekend,Night,No,No
20221209,2022,6,Weekend,Night,No,No
20221123,2022,6,Weekend,Day,No,No
20221043,2022,6,Weekend,Day,No,No
20222156,2022,6,Weekend,Day,No,No
20221258,2022,6,Weekend,Day,No,No
20223013,2022,6,Weekend,Night,No,No
20228008,2022,6,Weekend,Night,No,No
20222209,2022,6,Weekend,Night,No,No
20222059,2022,6,Weekend,Night,No,No
20224068,2022,6,Weekend,Night,No,No
20224024,2022,6,Weekend,Day,No,No
20221257,2022,6,Weekend,Day,No,No
20221058,2022,6,Weekend,Day,No,No
20223049,2022,6,Weekend,Day,No,No
20227029,2022,6,Weekend,Day,No,No
20222149,2022,6,Weekend,Day,No,No
20222094,2022,6,Weekend,Day,No,No
20222035,2022,6,Weekday,Night,No,No
20222226,2022,6,Weekday,Night,No,No
20223172,2022,6,Weekday,Day,No,No
20222128,2022,6,Weekday,Day,No,No
20222218,2022,6,Weekday,Day,No,No
20222060,2022,6,Weekday,Day,No,No
20223011,2022,6,Weekday,Day,No,No
20223014,2022,6,Weekday,Day,No,No
20221177,2022,6,Weekday,Day,No,No
20221004,2022,6,Weekday,Day,No,No
20223033,2022,6,Weekday,Day,No,No
20221059,2022,6,Weekday,Day,No,No
20223216,2022,6,Weekday,Day,No,No
20224020,2022,6,Weekday,Day,No,No
20222001,2022,6,Weekday,Night,No,No
20222018,2022,6,Weekday,Night,No,No
20223193,2022,6,Weekday,Night,No,No
20222077,2022,6,Weekday,Night,No,No
20223156,2022,6,Weekday,Night,No,No
20221039,2022,6,Weekday,Day,No,No
20221003,2022,6,Weekday,Day,No,No
20223262,2022,6,Weekday,Day,No,No
20226037,2022,6,Weekday,Night,No,No
20227014,2022,6,Weekday,Night,No,No
20224035,2022,6,Weekday,Night,No,No
20222229,2022,6,Weekday,Night,No,No
20223063,2022,6,Weekday,Day,No,No
20221030,2022,6,Weekday,Day,No,No
20222092,2022,6,Weekday,Day,No,No
20223212,2022,6,Weekday,Day,No,No
20221085,2022,6,Weekday,Day,No,No
20223179,2022,6,Weekday,Night,No,No
20223242,2022,5,Weekday,Day,No,No
20223136,2022,5,Weekday,Day,No,No
20227039,2022,5,Weekday,Day,No,No
20222115,2022,5,Weekday,Day,No,No
20221091,2022,5,Weekday,Day,No,No
20226043,2022,5,Weekday,Day,No,No
20223087,2022,5,Weekday,Day,No,No
20223048,2022,5,Weekday,Day,No,No
20223155,2022,5,Weekday,Day,No,No
20228013,2022,5,Weekday,Day,No,No
20223057,2022,5,Weekend,Night,No,No
20226002,2022,5,Weekend,Night,No,No
20223119,2022,5,Weekend,Night,No,No
20222158,2022,5,Weekend,Night,No,No
20222043,2022,5,Weekday,Day,No,No
20221171,2022,5,Weekday,Day,No,No
20226021,2022,5,Weekday,Day,No,No
20221155,2022,5,Weekday,Day,No,No
20222055,2022,5,Weekday,Day,No,No
20223096,2022,5,Weekday,Day,No,No
20223270,2022,5,Weekday,Day,No,No
20221028,2022,5,Weekday,Night,No,No
20227011,2022,5,Weekday,Night,No,No
20223261,2022,5,Weekday,Night,No,No
20228014,2022,5,Weekend,Day,No,No
20223183,2022,5,Weekend,Day,No,No
20224009,2022,5,Weekend,Day,No,No
20222075,2022,5,Weekend,Day,No,No
20223185,2022,5,Weekend,Day,No,No
20223054,2022,5,Weekend,Night,No,No
20223269,2022,5,Weekend,Night,No,No
20221178,2022,5,Weekend,Night,No,No
20222202,2022,5,Weekend,Night,No,No
20228015,2022,5,Weekend,Night,No,No
20223168,2022,5,Weekend,Night,No,No
20221065,2022,5,Weekend,Night,No,No
20223110,2022,5,Weekend,Night,No,No
20223088,2022,5,Weekend,Night,No,No
20223043,2022,5,Weekend,Night,No,No
20223197,2022,5,Weekend,Day,No,No
20223236,2022,5,Weekend,Day,No,No
20221227,2022,5,Weekend,Day,No,No
20221100,2022,5,Weekend,Day,No,No
20223134,2022,5,Weekend,Day,No,No
20224028,2022,5,Weekend,Day,No,No
20221221,2022,5,Weekend,Day,No,No
20221090,2022,5,Weekend,Day,No,No
20222009,2022,5,Weekend,Day,No,No
20223006,2022,5,Weekend,Night,No,No
20223235,2022,5,Weekend,Night,No,No
20221050,2022,5,Weekend,Night,No,No
20223273,2022,5,Weekday,Day,No,No
20223190,2022,5,Weekday,Day,No,No
20223243,2022,5,Weekday,Day,No,No
20222078,2022,5,Weekday,Day,No,No
20221263,2022,5,Weekday,Day,No,No
20223237,2022,5,Weekday,Night,No,No
20226020,2022,5,Weekday,Night,No,No
20221211,2022,5,Weekday,Night,No,No
20222074,2022,5,Weekday,Night,No,No
20226012,2022,5,Weekday,Night,No,No
20221222,2022,5,Weekday,Night,No,No
20228005,2022,5,Weekday,Night,No,No
20222096,2022,5,Weekday,Night,No,No
20223224,2022,5,Weekday,Day,No,No
20221144,2022,5,Weekday,Day,No,No
20221146,2022,5,Weekday,Day,No,No
20223083,2022,5,Weekday,Day,No,No
20226010,2022,5,Weekday,Day,No,No
20223104,2022,5,Weekday,Day,No,No
20222025,2022,5,Weekday,Day,No,No
20224047,2022,5,Weekday,Day,No,No
20227032,2022,5,Weekday,Night,No,No
20223149,2022,5,Weekday,Night,No,No
20223192,2022,5,Weekday,Night,No,No
20223106,2022,5,Weekday,Night,No,No
20224011,2022,5,Weekday,Night,No,No
20221114,2022,5,Weekday,Day,No,No
20221236,2022,5,Weekday,Day,No,No
20221029,2022,5,Weekday,Day,No,No
20224023,2022,5,Weekday,Day,No,No
20224046,2022,5,Weekday,Day,No,No
20222189,2022,5,Weekday,Day,No,No
20221125,2022,5,Weekday,Day,No,No
20222099,2022,5,Weekday,Day,No,No
20221095,2022,5,Weekday,Night,No,No
20227015,2022,5,Weekday,Night,No,No
20223040,2022,4,Weekday,Night,No,No
20221147,2022,4,Weekday,Night,No,No
20227008,2022,4,Weekday,Night,No,No
20228012,2022,4,Weekday,Night,No,Yes
20221201,2022,4,Weekday,Day,No,No
20221062,2022,4,Weekday,Day,No,Yes
20223020,2022,4,Weekday,Day,No,Yes
20222076,2022,4,Weekday,Day,No,No
20224064,2022,4,Weekday,Day,No,No
20222238,2022,4,Weekday,Day,No,No
20224059,2022,4,Weekend,Night,No,No
20221164,2022,4,Weekend,Night,No,Yes
20222170,2022,4,Weekend,Night,No,No
20221108,2022,4,Weekend,Night,No,Yes
20222144,2022,4,Weekend,Night,No,Yes
20222038,2022,4,Weekend,Night,No,No
20226029,2022,4,Weekday,Day,No,Yes
20221046,2022,4,Weekday,Day,No,No
20223266,2022,4,Weekday,Day,No,Yes
20221196,2022,4,Weekday,Day,No,No
20226031,2022,4,Weekday,Night,No,No
20222072,2022,4,Weekday,Night,No,Yes
20221226,2022,4,Weekday,Night,No,No
20223035,2022,4,Weekend,Night,No,Yes
20221124,2022,4,Weekend,Night,No,No
20221027,2022,4,Weekend,Day,No,No
20221261,2022,4,Weekend,Day,No,No
20221113,2022,4,Weekend,Day,No,No
20223196,2022,4,Weekend,Day,No,No
20221185,2022,4,Weekend,Day,No,No
20221044,2022,4,Weekend,Day,No,No
20226001,2022,4,Weekend,Day,No,No
20224001,2022,4,Weekend,Day,No,No
20221231,2022,4,Weekend,Day,No,Yes
20222084,2022,4,Weekend,Day,No,No
20221128,2022,4,Weekend,Night,No,No
20227024,2022,4,Weekend,Night,No,No
20222066,2022,4,Weekend,Night,No,No
20221018,2022,4,Weekend,Night,No,No
20227026,2022,4,Weekend,Day,No,No
20228010,2022,4,Weekend,Day,No,No
20223167,2022,4,Weekend,Day,No,No
20222042,2022,4,Weekend,Day,No,No
20222034,2022,4,Weekend,Day,No,Yes
20226036,2022,4,Weekend,Day,No,No
20223145,2022,4,Weekend,Day,No,No
20223036,2022,4,Weekend,Day,No,No
20224049,2022,4,Weekend,Day,No,No
20222147,2022,4,Weekend,Day,No,No
20223151,2022,4,Weekend,Night,No,No
20223109,2022,4,Weekend,Night,No,No
20221001,2022,4,Weekday,Night,No,Yes
20224016,2022,4,Weekday,Night,No,No
20221200,2022,4,Weekday,Day,No,No
20222227,2022,4,Weekday,Day,No,No
20221208,2022,4,Weekday,Day,No,Yes
20223056,2022,4,Weekday,Day,No,No
20226039,2022,4,Weekday,Day,No,No
20226008,2022,4,Weekday,Day,No,No
20226017,2022,4,Weekday,Night,No,Yes
20221111,2022,4,Weekday,Night,No,No
20224018,2022,4,Weekday,Night,No,No
20227036,2022,4,Weekday,Night,No,No
20222200,2022,4,Weekday,Night,No,Yes
20224045,2022,4,Weekday,Day,No,No
20222230,2022,4,Weekday,Day,No,No
20222173,2022,4,Weekday,Day,No,No
20224004,2022,4,Weekday,Day,No,No
20221253,2022,4,Weekday,Day,No,No
20222093,2022,4,Weekday,Night,No,No
20221238,2022,4,Weekday,Night,No,No
20221093,2022,4,Weekday,Night,No,No
20222058,2022,4,Weekday,Day,No,No
20221157,2022,4,Weekday,Day,No,No
20223260,2022,4,Weekday,Day,No,No
20224006,2022,4,Weekday,Night,No,No
20222175,2022,3,Weekday,Night,No,No
20226018,2022,3,Weekday,Day,No,No
20221072,2022,3,Weekday,Day,No,No
20221076,2022,3,Weekday,Day,No,No
20221251,2022,3,Weekday,Day,No,No
20224021,2022,3,Weekday,Day,No,No
20221148,2022,3,Weekday,Day,No,No
20222080,2022,3,Weekday,Day,No,No
20222114,2022,3,Weekday,Day,No,No
20223127,2022,3,Weekday,Day,No,No
20226009,2022,3,Weekend,Night,No,No
20222145,2022,3,Weekend,Night,No,No
20222049,2022,3,Weekend,Night,No,No
20221193,2022,3,Weekday,Day,No,No
20223072,2022,3,Weekday,Day,No,No
20223169,2022,3,Weekday,Day,No,No
20221049,2022,3,Weekday,Day,No,No
20223225,2022,3,Weekday,Day,No,No
20224003,2022,3,Weekday,Day,No,No
20221064,2022,3,Weekday,Day,No,No
20223159,2022,3,Weekday,Day,No,No
20222185,2022,3,Weekday,Night,No,No
20223060,2022,3,Weekday,Night,No,No
20227007,2022,3,Weekend,Night,No,No
20222081,2022,3,Weekend,Day,No,No
20222138,2022,3,Weekend,Day,No,No
20223240,2022,3,Weekend,Day,No,No
20221084,2022,3,Weekend,Night,No,No
20221121,2022,3,Weekend,Night,No,No
20227033,2022,3,Weekend,Night,No,No
20224042,2022,3,Weekend,Night,No,No
20227020,2022,3,Weekend,Night,No,No
20221145,2022,3,Weekend,Night,No,No
20221066,2022,3,Weekend,Night,No,No
20221139,2022,3,Weekend,Night,No,No
20223094,2022,3,Weekend,Day,No,No
20221242,2022,3,Weekend,Day,No,No
20222027,2022,3,Weekend,Day,No,No
20221223,2022,3,Weekend,Day,No,No
20223160,2022,3,Weekend,Day,No,No
20224014,2022,3,Weekend,Night,No,No
20223017,2022,3,Weekend,Night,No,No
20223132,2022,3,Weekend,Night,No,No
20221101,2022,3,Weekend,Night,No,No
20222026,2022,3,Weekday,Night,No,No
20223245,2022,3,Weekday,Night,No,No
20223200,2022,3,Weekday,Night,No,No
20221019,2022,3,Weekday,Day,No,No
20224034,2022,3,Weekday,Day,No,No
20222122,2022,3,Weekday,Day,No,No
20223215,2022,3,Weekday,Day,No,No
20223122,2022,3,Weekday,Day,No,No
20221182,2022,3,Weekday,Night,No,No
20222061,2022,3,Weekday,Night,No,No
20221247,2022,3,Weekday,Night,No,No
20221033,2022,3,Weekday,Day,No,No
20223189,2022,3,Weekday,Day,No,No
20226035,2022,3,Weekday,Day,No,No
20221169,2022,3,Weekday,Day,No,No
20221207,2022,3,Weekday,Day,No,No
20223250,2022,3,Weekday,Day,No,No
20226014,2022,3,Weekday,Day,No,No
20223232,2022,3,Weekday,Day,No,No
20221088,2022,3,Weekday,Night,No,No
20221165,2022,3,Weekday,Night,No,No
20222234,2022,3,Weekday,Day,No,No
20221204,2022,3,Weekday,Day,No,No
20222134,2022,3,Weekday,Day,No,No
20226013,2022,3,Weekday,Day,No,No
20223175,2022,3,Weekday,Day,No,No
20223263,2022,3,Weekday,Night,No,No
20222020,2022,3,Weekday,Night,No,No
20223001,2022,3,Weekday,Night,No,No
20221119,2022,3,Weekday,Night,No,No
20221138,2022,3,Weekday,Night,No,No
20223205,2022,2,Weekday,Night,No,No
20221063,2022,2,Weekday,Night,No,No
20227004,2022,2,Weekday,Night,No,No
20223112,2022,2,Weekday,Day,No,No
20222161,2022,2,Weekday,Day,No,No
20222235,2022,2,Weekday,Day,No,No
20222150,2022,2,Weekday,Day,No,No
20223066,2022,2,Weekday,Day,No,No
20223069,2022,2,Weekend,Night,No,No
20223137,2022,2,Weekend,Night,No,No
20223194,2022,2,Weekend,Night,No,No
20223268,2022,2,Weekend,Night,No,No
20223124,2022,2,Weekend,Night,No,No
20221036,2022,2,Weekday,Day,No,No
20223084,2022,2,Weekday,Day,No,No
20221172,2022,2,Weekday,Night,No,No
20222048,2022,2,Weekday,Night,No,No
20221134,2022,2,Weekend,Day,No,No
20223251,2022,2,Weekend,Day,No,No
20222113,2022,2,Weekend,Day,No,No
20222017,2022,2,Weekend,Day,No,No
20221069,2022,2,Weekend,Day,No,No
20223213,2022,2,Weekend,Day,No,No
20222070,2022,2,Weekend,Day,No,No
20223229,2022,2,Weekend,Day,No,No
20223187,2022,2,Weekend,Day,No,No
20222130,2022,2,Weekend,Day,No,No
20221023,2022,2,Weekend,Day,No,No
20221038,2022,2,Weekend,Day,No,No
20227030,2022,2,Weekend,Night,No,No
20221083,2022,2,Weekend,Night,No,No
20224031,2022,2,Weekend,Night,No,No
20222213,2022,2,Weekend,Night,No,No
20221206,2022,2,Weekend,Night,No,No
20227010,2022,2,Weekend,Night,No,No
20224027,2022,2,Weekend,Night,No,No
20223130,2022,2,Weekend,Night,No,No
20222083,2022,2,Weekend,Night,No,No
20223126,2022,2,Weekend,Night,No,No
20223144,2022,2,Weekend,Night,No,No
20221032,2022,2,Weekend,Night,No,No
20221156,2022,2,Weekend,Night,No,No
20224029,2022,2,Weekend,Day,No,No
20224063,2022,2,Weekend,Day,No,No
20223027,2022,2,Weekend,Day,No,No
20224022,2022,2,Weekend,Day,No,No
20221130,2022,2,Weekend,Day,No,No
20222082,2022,2,Weekend,Day,No,No
20222097,2022,2,Weekend,Day,No,No
20223244,2022,2,Weekend,Day,No,No
20221260,2022,2,Weekend,Day,No,No
20221167,2022,2,Weekend,Day,No,No
20222228,2022,2,Weekend,Day,No,No
20221005,2022,2,Weekend,Night,No,No
20223255,2022,2,Weekend,Night,No,No
20223079,2022,2,Weekend,Night,No,No
20222188,2022,2,Weekend,Night,No,No
20228011,2022,2,Weekend,Night,No,No
20226025,2022,2,Weekday,Day,No,No
20223207,2022,2,Weekday,Day,No,No
20222086,2022,2,Weekday,Day,No,No
20221045,2022,2,Weekday,Day,No,No
20223007,2022,2,Weekday,Day,No,No
20226032,2022,2,Weekday,Day,No,No
20221117,2022,2,Weekday,Day,No,No
20222107,2022,2,Weekday,Day,No,No
20221104,2022,2,Weekday,Night,No,No
20221218,2022,2,Weekday,Night,No,No
20224052,2022,2,Weekday,Night,No,No
20223182,2022,2,Weekday,Day,No,No
20222155,2022,2,Weekday,Day,No,No
20226028,2022,2,Weekday,Day,No,No
20222045,2022,2,Weekday,Day,No,No
20223161,2022,2,Weekday,Day,No,No
20224039,2022,2,Weekday,Day,No,No
20221142,2022,2,Weekday,Day,No,No
20223231,2022,2,Weekday,Day,No,No
20222146,2022,2,Weekday,Day,No,No
20222039,2022,2,Weekday,Day,No,No
20221160,2022,2,Weekday,Day,No,No
20221137,2022,2,Weekday,Day,No,No
20223227,2022,2,Weekday,Day,No,No
20221022,2022,2,Weekday,Night,No,No
20227035,2022,2,Weekday,Night,No,No
20223009,2022,2,Weekday,Night,No,No
20223165,2022,2,Weekday,Night,No,No
20223019,2022,2,Weekday,Night,No,No
20222201,2022,2,Weekday,Day,No,No
20222050,2022,2,Weekday,Day,No,No
20223081,2022,2,Weekday,Day,No,No
20223210,2022,2,Weekday,Day,No,No
20223116,2022,2,Weekday,Day,No,No
20221041,2022,2,Weekday,Day,No,No
20222088,2022,2,Weekday,Night,No,No
20224010,2022,2,Weekday,Night,No,No
20221216,2022,2,Weekday,Night,No,No
20223267,2022,2,Weekday,Night,No,No
20223030,2022,1,Weekday,Night,No,No
20221007,2022,1,Weekday,Night,No,No
20223176,2022,1,Weekday,Day,No,No
20221246,2022,1,Weekday,Day,No,No
20223022,2022,1,Weekday,Day,No,No
20223230,2022,1,Weekday,Day,No,No
20221021,2022,1,Weekday,Day,No,No
20222087,2022,1,Weekday,Day,No,No
20223184,2022,1,Weekend,Night,No,No
20224030,2022,1,Weekend,Night,No,No
20222179,2022,1,Weekend,Night,No,No
20222118,2022,1,Weekend,Night,No,No
20224005,2022,1,Weekend,Night,No,No
20221048,2022,1,Weekend,Night,No,No
20223140,2022,1,Weekend,Night,No,No
20223092,2022,1,Weekend,Night,Yes,No
20221014,2022,1,Weekday,Day,No,No
20221057,2022,1,Weekday,Day,No,No
20222116,2022,1,Weekday,Day,No,No
20223047,2022,1,Weekday,Day,No,No
20222056,2022,1,Weekday,Day,Yes,No
20222203,2022,1,Weekday,Day,Yes,No
20223257,2022,1,Weekday,Night,No,No
20223128,2022,1,Weekend,Night,No,No
20222160,2022,1,Weekend,Night,No,No
20222053,2022,1,Weekend,Day,Yes,No
20221183,2022,1,Weekend,Day,Yes,No
20222110,2022,1,Weekend,Day,No,No
20221224,2022,1,Weekend,Day,No,No
20221259,2022,1,Weekend,Day,No,No
20221228,2022,1,Weekend,Day,No,No
20221198,2022,1,Weekend,Night,No,No
20223195,2022,1,Weekend,Night,No,No
20221034,2022,1,Weekend,Night,No,No
20221115,2022,1,Weekend,Night,Yes,No
20223211,2022,1,Weekend,Day,No,No
20221075,2022,1,Weekend,Day,No,No
20223089,2022,1,Weekend,Day,No,No
20222162,2022,1,Weekend,Day,Yes,No
20222065,2022,1,Weekend,Day,No,No
20221159,2022,1,Weekend,Day,No,No
20222046,2022,1,Weekend,Day,No,No
20221068,2022,1,Weekend,Day,No,No
20222174,2022,1,Weekend,Day,No,No
20223041,2022,1,Weekend,Night,No,No
20226022,2022,1,Weekend,Night,No,No
20221020,2022,1,Weekend,Night,No,No
20223133,2022,1,Weekday,Night,No,No
20222062,2022,1,Weekday,Night,No,No
20221254,2022,1,Weekday,Day,No,No
20222007,2022,1,Weekday,Day,No,No
20223233,2022,1,Weekday,Day,No,No
20221241,2022,1,Weekday,Day,No,No
20227006,2022,1,Weekday,Day,No,No
20222212,2022,1,Weekday,Day,No,No
20221229,2022,1,Weekday,Day,No,No
20226033,2022,1,Weekday,Day,No,No
20222041,2022,1,Weekday,Night,No,No
20221186,2022,1,Weekday,Night,No,No
20227034,2022,1,Weekday,Night,No,No
20224048,2022,1,Weekday,Day,No,No
20221214,2022,1,Weekday,Day,No,No
20223142,2022,1,Weekday,Day,No,No
20222100,2022,1,Weekday,Day,No,No
20223021,2022,1,Weekday,Night,No,No
20221158,2022,1,Weekday,Night,No,No
20222117,2022,1,Weekday,Night,No,No
20221154,2022,1,Weekday,Day,No,No
20227019,2022,1,Weekday,Day,No,No
20221024,2022,1,Weekday,Day,No,No
20222186,2022,1,Weekday,Day,No,No
20224017,2022,1,Weekday,Night,No,No
20222219,2022,1,Weekday,Night,No,No
20228001,2022,1,Weekday,Night,No,No
20222125,2022,1,Weekday,Night,No,No
20226024,2022,1,Weekday,Night,No,No
20213216,2021,12,Weekday,Night,No,No
20212172,2021,12,Weekday,Night,Yes,No
20215133,2021,12,Weekday,Day,No,No
20213127,2021,12,Weekday,Day,No,No
20212142,2021,12,Weekday,Day,No,No
20212161,2021,12,Weekday,Day,No,No
20211232,2021,12,Weekday,Day,No,No
20212205,2021,12,Weekday,Day,Yes,No
20211018,2021,12,Weekday,Day,No,No
20212026,2021,12,Weekday,Day,No,No
20217020,2021,12,Weekday,Day,No,No
20216011,2021,12,Weekday,Day,No,No
20212157,2021,12,Weekday,Day,Yes,No
20213119,2021,12,Weekday,Day,No,No
20212051,2021,12,Weekend,Night,No,No
20211130,2021,12,Weekend,Night,No,No
20217003,2021,12,Weekend,Night,No,No
20213226,2021,12,Weekend,Night,Yes,No
20217025,2021,12,Weekend,Night,No,No
20213164,2021,12,Weekend,Night,No,No
20211254,2021,12,Weekday,Day,No,No
20212108,2021,12,Weekday,Day,Yes,No
20213187,2021,12,Weekday,Day,No,No
20212145,2021,12,Weekday,Day,No,No
20214071,2021,12,Weekday,Day,No,No
20211225,2021,12,Weekday,Day,No,No
20211166,2021,12,Weekday,Night,No,No
20211178,2021,12,Weekday,Night,Yes,No
20214004,2021,12,Weekday,Night,No,No
20211200,2021,12,Weekend,Night,No,No
20215156,2021,12,Weekend,Day,Yes,No
20211155,2021,12,Weekend,Day,No,No
20211170,2021,12,Weekend,Day,No,No
20215047,2021,12,Weekend,Day,Yes,No
20212198,2021,12,Weekend,Day,No,No
20212013,2021,12,Weekend,Day,Yes,No
20214049,2021,12,Weekend,Day,Yes,No
20213006,2021,12,Weekend,Day,Yes,No
20211017,2021,12,Weekend,Night,No,No
20214075,2021,12,Weekend,Night,Yes,No
20213162,2021,12,Weekend,Night,Yes,No
20217007,2021,12,Weekend,Night,No,No
20211124,2021,12,Weekend,Night,No,No
20215063,2021,12,Weekend,Day,No,No
20211075,2021,12,Weekend,Day,No,No
20211174,2021,12,Weekend,Night,No,No
20211229,2021,12,Weekend,Night,No,No
20213008,2021,12,Weekday,Night,Yes,No
20213150,2021,12,Weekday,Day,No,No
20211133,2021,12,Weekday,Day,Yes,No
20211042,2021,12,Weekday,Day,Yes,No
20212133,2021,12,Weekday,Day,Yes,No
20212194,2021,12,Weekday,Day,No,No
20212196,2021,12,Weekday,Day,No,No
20213195,2021,12,Weekday,Day,No,No
20212129,2021,12,Weekday,Day,No,No
20215152,2021,12,Weekday,Day,Yes,No
20215013,2021,12,Weekday,Day,No,No
20215078,2021,12,Weekday,Day,No,No
20216018,2021,12,Weekday,Night,Yes,No
20211250,2021,12,Weekday,Night,Yes,No
20216010,2021,12,Weekday,Night,Yes,No
20211039,2021,12,Weekday,Night,Yes,No
20211131,2021,12,Weekday,Night,No,No
20214022,2021,12,Weekday,Night,No,No
20211246,2021,12,Weekday,Day,No,No
20214015,2021,12,Weekday,Day,No,No
20211031,2021,12,Weekday,Day,No,No
20212030,2021,12,Weekday,Day,Yes,No
20212067,2021,12,Weekday,Day,No,No
20211081,2021,12,Weekday,Day,No,No
20211181,2021,12,Weekday,Day,No,No
20215057,2021,12,Weekday,Day,No,No
20214074,2021,12,Weekday,Day,No,No
20215150,2021,12,Weekday,Day,No,No
20213228,2021,12,Weekday,Night,No,No
20211027,2021,12,Weekday,Night,No,No
20211087,2021,12,Weekday,Day,No,No
20211086,2021,12,Weekday,Day,No,No
20211242,2021,12,Weekday,Day,No,No
20215054,2021,12,Weekday,Day,No,No
20215144,2021,12,Weekday,Day,Yes,No
20211147,2021,12,Weekday,Day,No,No
20211194,2021,12,Weekday,Day,Yes,No
20213247,2021,12,Weekday,Day,No,No
20211146,2021,12,Weekday,Day,No,No
20212029,2021,12,Weekday,Night,No,No
20213206,2021,12,Weekday,Night,No,No
20216016,2021,12,Weekday,Night,No,No
20211164,2021,12,Weekday,Night,No,No
20211009,2021,11,Weekday,Night,No,No
20212162,2021,11,Weekday,Day,No,No
20213242,2021,11,Weekday,Day,No,No
20212075,2021,11,Weekday,Day,No,No
20213086,2021,11,Weekday,Day,No,No
20211235,2021,11,Weekday,Day,No,No
20211025,2021,11,Weekday,Day,No,No
20213175,2021,11,Weekday,Day,No,No
20212078,2021,11,Weekend,Night,No,No
20211058,2021,11,Weekend,Night,No,No
20212153,2021,11,Weekend,Night,No,No
20211167,2021,11,Weekend,Night,No,No
20212167,2021,11,Weekend,Night,No,No
20211215,2021,11,Weekday,Day,No,No
20213154,2021,11,Weekday,Day,No,No
20211205,2021,11,Weekday,Day,No,No
20215151,2021,11,Weekday,Day,No,No
20215066,2021,11,Weekday,Day,No,No
20212113,2021,11,Weekday,Day,No,No
20214077,2021,11,Weekday,Day,No,No
20211013,2021,11,Weekday,Day,No,No
20211103,2021,11,Weekday,Day,No,No
20211085,2021,11,Weekday,Day,No,No
20213026,2021,11,Weekday,Day,No,No
20217018,2021,11,Weekday,Day,No,No
20213052,2021,11,Weekday,Night,No,No
20213031,2021,11,Weekday,Night,No,No
20213153,2021,11,Weekday,Night,No,No
20214027,2021,11,Weekend,Night,No,No
20215076,2021,11,Weekend,Night,No,No
